average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,51,1,0,NHL,20,25,44,-28,210,10,3,1,12,1971-72,VAN,13,38,[],6.2,,75
,42,0,1,NHL,21,15,46,-42,246,9,6,1,10,1972-73,VAN,16,26,[],6.5,,78
,39,1,0,NHL,22,11,34,-37,208,5,10,1,12,1973-74,VAN,15,24,[],7.2,,72
,32,0,0,NHL,23,17,32,31,165,3,4,0,8,1974-75,TOT,7,25,[],4.2,,66
,0,0,0,NHL,23,0,0,-1,5,0,0,0,0,1974-75,VAN,0,0,[],0.0,,2
,32,0,0,NHL,23,17,32,32,160,3,4,0,8,1974-75,BUF,7,25,[],4.4,,64
,52,3,0,NHL,24,24,57,47,229,6,6,0,16,1975-76,BUF,12,40,[],5.2,,0
,38,2,0,NHL,25,23,46,26,210,7,2,0,6,1976-77,BUF,9,29,[],4.3,,0
,35,1,0,NHL,26,15,46,25,162,7,0,1,12,1977-78,BUF,7,28,[],4.3,,66
,11,0,0,NHL,27,4,8,12,51,3,0,1,3,1978-79,BUF,3,8,[],5.9,,34
,7,0,0,NHL,28,3,6,-12,41,0,2,0,2,1979-80,NYR,2,5,[],4.9,,20
