shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
100.0,11,2011-12,2,0,31,0,0,3,1,0,1,0,0,ANA,1,0,38.9,21,1,NHL,0,1,7:42,4,4,7,1,[],0
11.5,114,2012-13,4,2,243,0,8,50,26,0,2,4,2,ANA,3,7,43.8,22,0,NHL,0,8,11:35,17,21,89,5,[],1
14.0,213,2013-14,18,5,488,0,12,82,43,0,5,0,5,TOT,6,25,46.1,23,0,NHL,0,22,11:21,46,43,182,11,[],1
33.3,19,2013-14,2,0,36,0,2,6,3,0,1,-1,0,ANA,1,2,38.7,23,0,NHL,0,1,9:06,0,4,12,1,[],0
12.5,194,2013-14,16,5,452,0,10,76,40,0,4,1,5,TOR,5,23,46.7,23,0,NHL,0,21,11:35,46,39,170,10,[],1
11.8,373,2014-15,31,11,900,1,21,148,93,2,9,0,14,TOR,11,67,45.5,24,3,NHL,1,21,14:31,99,62,312,25,[],1
6.5,249,2015-16,28,12,953,0,21,238,138,6,4,-16,18,TOR,9,34,46.5,25,1,NHL,0,19,14:40,78,65,216,27,[],5
6.3,274,2016-17,22,7,612,0,16,127,79,0,4,-16,7,TOT,5,21,45.4,26,0,NHL,0,9,12:45,37,48,228,12,[],1
0.0,30,2016-17,4,1,86,0,3,18,13,0,0,-2,1,TOR,0,2,46.4,26,0,NHL,0,1,10:43,3,8,26,1,[],0
7.6,244,2016-17,18,6,526,0,13,109,66,0,4,-14,6,ARI,5,19,45.3,26,0,NHL,0,8,13:09,34,40,202,11,[],1
