assists,team,goals,year,games_played,points,pim,age,plus_minus,league
60,Brampton Battalion,59,2006-07,60,119,107,16,0,Minor-ON
15,Guelph Storm,8,2007-08,62,23,31,17,-8,OHL
39,Guelph Storm,28,2008-09,68,67,42,18,10,OHL
4,Canada,1,2008-09,6,5,8,18,5,WJ18-A
50,Guelph Storm,30,2009-10,59,80,40,19,-7,OHL
51,Guelph Storm,37,2010-11,67,88,57,20,6,OHL
3,Syracuse Crunch,3,2010-11,3,6,0,20,-2,AHL
37,Syracuse Crunch,23,2011-12,71,60,59,21,8,AHL
20,Norfolk Admirals,19,2012-13,45,39,68,22,-13,AHL
4,Norfolk Admirals,5,2013-14,10,9,22,23,4,AHL
5,Toronto Marlies,5,2013-14,14,10,10,23,2,AHL
