pim,team,assists,plus_minus,points,league,games_played,year,age,goals
77,Melville Millionaires,30,0,76,SJHL,55,1979-80,16,46
0,Billings Bighorns,1,0,1,WHL,5,1979-80,16,0
64,Kitchener Rangers,27,0,38,OMJHL,56,1980-81,17,11
148,Kitchener Rangers,40,0,66,OHL,62,1981-82,18,26
133,Kitchener Rangers,36,0,62,OHL,58,1982-83,19,26
2,Canada,4,0,6,WJC-A,7,1982-83,19,2
85,Fredericton Express,29,0,42,AHL,68,1983-84,20,13
80,Fredericton Express,20,0,24,AHL,36,1984-85,21,4
47,Indianapolis Ice,13,0,24,IHL,24,1989-90,26,11
47,Indianapolis Ice,14,0,29,IHL,25,1990-91,27,15
