bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,0,0,3.02,0,0,Minor-BC,0,16,0,0,0,0,0,0,46,0,1995-96,Seattle Ironmen,0,0,0,0,16,913
0,0,0,3.38,0,0,BCHL,0,17,0,0,0,0,0,0,70,0,1996-97,Vernon Vipers,0,0,0,0,23,1241
0,1,0,3.81,0,0,BCHL,0,18,0,0,0,0,0,0,144,0,1997-98,Vernon Vipers,13,0,2,27,42,2270
0,3,0,2.25,0,0,BCHL,0,19,0,0,0,0,0,0,94,0,1998-99,Vernon Vipers,3,0,0,39,42,2505
0,2,0,2.07,0,0,ECAC,0,20,0,0,0,0,0,0,51,0,1999-00,St. Lawrence University,4,0,2,17,24,1475
0,2,0,2.74,0,627,IHL,0,21,0,568,0,0,0,0,59,.906,2000-01,Cleveland Lumberjacks,7,0,1,14,24,1293
0,1,0,2.23,0,213,ECHL,0,21,0,198,0,0,0,0,15,.930,2000-01,Jackson Bandits,3,0,0,4,7,404
0,4,0,2.74,0,956,AHL,0,22,0,864,0,0,0,0,92,.904,2001-02,Houston Aeros,13,0,6,14,38,2016
0,2,1,2.82,0,990,AHL,0,23,0,882,0,0,0,0,108,.891,2002-03,Houston Aeros,14,1,2,23,41,2301
0,0,0,4.07,0,76,ECHL,0,23,0,68,0,0,0,0,8,.895,2002-03,Louisiana IceGators,1,0,0,1,2,118
0,5,5,2.09,0,1187,ECHL,0,24,0,1100,19,0,0,0,87,.927,2003-04,Louisiana IceGators,14,5,0,28,43,2499
0,4,0,2.83,0,1541,UHL,0,25,0,1386,6,0,0,0,155,.899,2004-05,Adirondack Frostbite,18,0,6,32,57,3290
0,1,0,2.28,0,262,AHL,0,26,0,240,2,0,0,0,22,.916,2005-06,Providence Bruins,3,0,2,5,10,578
0,1,4,2.94,0,980,UHL,0,26,0,883,14,0,0,0,97,.901,2005-06,Adirondack Frostbite,7,4,4,22,34,1979
0,5,1,2.37,0,1215,ECHL,0,27,0,1115,2,0,0,0,100,.918,2006-07,Alaska Aces,11,1,3,29,43,2536
0,1,1,3.70,0,0,ECHL,0,28,0,0,4,0,0,0,117,0,2007-08,Alaska Aces,16,1,4,12,33,1899
