assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,2007-08,3,0,0,Lloydminster Bobcats,18,4,0,AJHL
1,2008-09,4,1,0,Lloydminster Bobcats,19,2,0,AJHL
10,2009-10,13,19,9,Alberni Valley Bulldogs,20,8,0,BCHL
3,2010-11,14,3,0,Binghamton Senators,21,4,0,AHL
3,2010-11,14,3,0,Binghamton Senators,21,4,0,AHL
0,2011-12,0,0,0,Binghamton Senators,22,0,0,AHL
1,2012-13,3,1,0,Binghamton Senators,23,4,0,AHL
1,2012-13,3,1,0,Binghamton Senators,23,4,-1,AHL
1,2013-14,4,1,0,Binghamton Senators,24,4,0,AHL
0,2014-15,0,0,0,Binghamton Senators,25,0,0,AHL
