age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,0.0,0,2,-2,NHL,11,0,1997-98,0,24,0,,0,2,,OTT,2
20,,0.0,0,0,-1,NHL,3,0,1998-99,0,1,0,42,0,0,,OTT,0
21,,0.0,0,1,0,NHL,6,0,1999-00,0,9,0,110,0,4,,OTT,1
22,,100.0,1,0,0,NHL,1,0,2000-01,0,1,1,21,0,0,,OTT,1
23,,0.0,0,0,3,NHL,12,0,2001-02,0,23,0,261,0,12,,OTT,0
24,,9.1,2,4,3,NHL,18,0,2002-03,1,22,2,389,0,12,,OTT,6
25,,6.7,0,0,2,NHL,7,0,2003-04,0,15,1,143,1,12,,OTT,1
27,,25.0,2,0,-2,NHL,9,0,2005-06,0,8,2,195,0,6,,OTT,2
28,,0.0,0,0,-2,NHL,20,0,2006-07,0,7,0,464,0,24,,OTT,0
29,,0.0,0,0,-2,NHL,4,0,2007-08,0,5,0,88,0,4,10,OTT,0
31,,0.0,0,0,-2,NHL,6,0,2009-10,0,5,0,150,0,4,8,OTT,0
33,,0.0,0,1,0,NHL,7,0,2011-12,0,10,0,151,0,4,29,OTT,1
34,,0.0,0,1,6,NHL,10,0,2012-13,0,12,0,211,0,21,32,OTT,1
