age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
23,,10.3,4,2,1,NHL,13,0,1972-73,2,39,4,,0,2,,CBH,6
24,,2.0,0,7,-4,NHL,11,0,1973-74,0,50,1,,1,8,,CBH,8
25,,7.1,1,3,-7,NHL,8,0,1974-75,0,28,2,,1,0,,CBH,5
26,,0.0,0,2,-5,NHL,4,0,1975-76,0,9,0,,0,4,,CBH,2
27,,0.0,0,1,-2,NHL,2,0,1976-77,0,1,0,,0,0,,CBH,1
28,,25.0,1,0,0,NHL,2,0,1977-78,0,4,1,,0,0,,ATF,1
29,,5.0,0,3,-1,NHL,11,0,1978-79,0,20,1,,0,2,,BOS,4
30,,0.0,0,3,-2,NHL,10,0,1979-80,0,16,0,,0,9,,BOS,3
31,,0.0,0,1,-5,NHL,3,0,1980-81,0,8,0,,0,2,,BOS,1
32,,0.0,0,0,0,NHL,2,0,1981-82,0,1,0,,0,0,,BOS,0
