assists,game_winning_goals,goals,age,average_ice_time,offensive_point_share,defensive_point_share,even_strength_goals,total_ice_time,power_play_assists,positions,overall_point_share,even_strength_assists,team,link,shorthanded_assists,pim,power_play_goals,plus_minus,name,shotsPercentage,year,points,shorthanded_goals,games_played,shots
34,8,21,24,24:46,6.3,3.2,9,1858,15,D,9.5,19,ARI,/players/e/ekmanol01.html,0,96,12,-6,Oliver Ekman-Larsson,9.2,2016,55,0,75,228
34,0,18,20,16:22,4.3,1.6,15,1326,12,LW,5.8,21,ARI,/players/d/domima01.html,1,72,3,3,Max Domi,11.5,2016,52,0,81,156
19,4,28,39,17:36,5.0,1.5,16,1267,5,RW,6.5,14,ARI,/players/d/doansh01.html,0,98,12,4,Shane Doan,16.5,2016,47,0,72,170
24,2,20,20,14:22,4.0,1.8,12,1164,4,LW,5.8,20,ARI,/players/d/duclaan01.html,0,49,8,12,Anthony Duclair,19.0,2016,44,0,81,105
28,2,13,28,17:48,3.0,1.0,9,1139,10,C,4.0,18,ARI,/players/h/hanzama01.html,0,77,3,-5,Martin Hanzal,9.2,2016,41,1,64,141
26,4,13,26,18:37,2.7,0.1,10,1155,15,LW,2.8,11,ARI,/players/b/boedkmi01.html,0,10,3,-28,Mikkel Boedker,9.0,2016,39,0,62,144
21,2,17,33,16:39,2.7,0.8,10,1265,10,C,3.5,11,ARI,/players/v/vermean01.html,0,93,6,-14,Antoine Vermette,13.8,2016,38,1,76,123
23,1,14,23,17:18,1.8,0.6,12,1419,6,RW,2.5,16,ARI,/players/r/riedeto01.html,1,10,2,-21,Tobias Rieder,7.4,2016,37,0,82,189
30,1,6,25,22:29,2.7,2.5,6,1687,14,D,5.1,16,ARI,/players/s/stonemi01.html,0,62,0,-10,Michael Stone,3.7,2016,36,0,75,161
20,3,11,30,15:37,1.2,1.7,11,1281,0,RW,2.9,20,ARI,/players/r/richabr02.html,0,46,0,8,Brad Richardson,9.4,2016,31,0,82,117
15,2,9,23,15:11,0.3,1.0,8,1230,1,LW,1.3,13,ARI,/players/m/martijo01.html,1,18,0,-9,Jordan Martinook,8.3,2016,24,1,81,109
11,1,6,22,20:30,0.6,3.6,5,1599,2,D,4.2,9,ARI,/players/m/murphco02.html,0,48,1,5,Connor Murphy,5.9,2016,17,0,78,101
9,1,4,36,15:09,1.2,0.5,3,273,3,LW,1.7,6,ARI,/players/t/tangual01.html,0,8,1,5,Alex Tanguay,18.2,2016,13,0,18,22
8,1,4,29,10:13,-0.2,0.4,4,716,1,C,0.2,7,ARI,/players/c/chipcky01.html,0,38,0,-10,Kyle Chipchura,8.5,2016,12,0,70,47
5,0,4,25,17:33,0.6,1.1,4,667,1,D,1.7,4,ARI,/players/c/connake01.html,0,39,0,-3,Kevin Connauton,6.2,2016,9,0,38,65
6,0,2,24,15:44,-0.3,1.8,2,1117,0,D,1.5,5,ARI,/players/d/dahlbkl01.html,1,28,0,-5,Klas Dahlbeck,3.1,2016,8,0,71,64
4,1,3,31,17:47,-0.2,1.8,3,1031,0,D,1.6,4,ARI,/players/g/grossni01.html,0,24,0,-3,Nicklas Grossmann,7.1,2016,7,0,58,42
5,0,2,33,17:01,-0.5,2.6,2,1191,0,D,2.1,5,ARI,/players/m/michazb01.html,0,20,0,3,Zbynek Michalek,2.9,2016,7,0,70,69
3,0,3,28,9:00,0.4,0.3,3,234,0,RW,0.7,3,ARI,/players/d/downist01.html,0,53,0,1,Steve Downie,13.6,2016,6,0,26,22
3,1,3,27,11:46,-0.3,0.2,1,459,0,RW,0.0,3,ARI,/players/t/tikhovi01.html,0,14,2,-6,Viktor Tikhonov,10.0,2016,6,0,39,30
4,0,2,25,14:14,0.6,0.4,2,270,0,D,0.9,4,ARI,/players/e/elliost01.html,0,4,0,-2,Stefan Elliott,5.7,2016,6,0,19,35
2,0,2,32,12:12,-1.5,0.6,1,793,0,C,-1.0,2,ARI,/players/g/gordobo01.html,0,10,0,-7,Boyd Gordon,3.8,2016,4,1,65,53
2,0,1,22,10:36,0.0,0.1,1,148,0,C,0.1,2,ARI,/players/g/gaudety01.html,0,0,0,-2,Tyler Gaudet,16.7,2016,3,0,14,6
1,0,1,27,11:24,0.1,0.2,1,80,0,C,0.3,1,ARI,/players/j/jeffrdu01.html,0,2,0,2,Dustin Jeffrey,20.0,2016,2,0,7,5
2,0,0,23,11:30,-0.1,0.0,0,127,0,LW,-0.2,2,ARI,/players/s/sekacji01.html,0,10,0,-4,Jiri Sekac,0.0,2016,2,0,11,9
0,0,1,20,11:19,0.0,0.1,1,91,0,C,0.1,0,ARI,/players/d/dauphla01.html,0,4,0,0,Laurent Dauphin,14.3,2016,1,0,8,7
1,0,0,25,10:05,-0.2,0.1,0,101,0,RW,-0.1,1,ARI,/players/c/cunnicr01.html,0,2,0,-1,Craig Cunningham,0.0,2016,1,0,10,13
1,0,0,23,56:34,0.0,0.0,0,2206,0,G,6.3,1,ARI,/players/d/dominlo01.html,0,0,0,0,Louis Domingue,,2016,1,0,39,0
1,0,0,27,47:41,0.0,0.0,0,906,0,G,1.5,1,ARI,/players/l/lindban01.html,0,0,0,0,Anders Lindback,,2016,1,0,19,0
1,0,0,25,10:22,-0.3,0.1,0,135,0,LW,-0.1,1,ARI,/players/p/plotnse01.html,0,4,0,0,Sergei Plotnikov,0.0,2016,1,0,13,9
1,0,0,33,6:18,-0.1,0.1,0,69,0,LW,0.0,1,ARI,/players/s/scottjo01.html,0,25,0,0,John Scott,0.0,2016,1,0,11,6
1,0,0,33,54:47,0.0,0.0,0,1753,0,G,5.6,1,ARI,/players/s/smithmi01.html,0,2,0,0,Mike Smith,,2016,1,0,32,0
0,0,0,27,13:14,-0.1,0.0,0,66,0,D,-0.1,0,ARI,/players/g/grantal01.html,0,7,0,-2,Alex Grant,0.0,2016,0,0,5,4
0,0,0,24,15:53,-0.1,0.1,0,64,0,D,0.0,0,ARI,/players/s/samueph01.html,0,2,0,0,Philip Samuelsson,0.0,2016,0,0,4,5
