average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,19,0,0,0,0,0,0,0,0,1966-67,BOS,0,0,[],0,,2
,0,0,0,NHL,22,0,2,0,0,0,0,0,0,1969-70,BOS,0,0,[],0,,2
,0,0,0,NHL,24,0,0,0,0,0,0,0,0,1971-72,BOS,0,0,[],0,,1
,11,0,0,NHL,25,10,26,7,57,1,0,0,0,1972-73,BOS,1,10,[],1.8,,76
,16,1,0,NHL,26,13,21,-17,74,2,0,0,1,1973-74,TOT,2,14,[],2.7,,68
,0,0,0,NHL,26,0,0,-1,0,0,0,0,0,1973-74,BOS,0,0,[],0,,1
,16,1,0,NHL,26,13,21,-16,74,2,0,0,1,1973-74,PIT,2,14,[],2.7,,67
,18,0,0,NHL,27,14,19,13,79,3,0,1,0,1974-75,NYR,3,15,[],3.8,,67
,9,0,0,NHL,28,8,46,-9,75,1,0,0,0,1975-76,NYR,1,8,[],1.3,,63
,19,0,0,NHL,29,14,8,0,60,2,0,1,2,1976-77,TOT,2,17,[],3.3,,61
,0,0,0,NHL,29,0,2,0,1,0,0,0,0,1976-77,NYR,0,0,[],0.0,,9
,19,0,0,NHL,29,14,6,0,59,2,0,1,2,1976-77,MNS,2,17,[],3.4,,52
,21,1,0,NHL,30,10,18,-1,87,7,0,0,4,1977-78,MNS,7,14,[],8.0,,57
,9,0,1,NHL,31,3,6,-14,44,1,0,0,4,1978-79,TOT,2,7,[],4.5,,59
,3,0,0,NHL,31,1,0,2,2,0,0,0,2,1978-79,LAK,0,3,[],0.0,,7
,6,0,1,NHL,31,2,6,-16,42,1,0,0,2,1978-79,CLR,2,4,[],4.8,,52
,9,0,0,NHL,32,7,10,-4,23,0,0,2,0,1979-80,CLR,0,9,[],0.0,,46
