age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,10.4,4,5,-4,NHL,12,0,1996-97,2,48,5,,1,12,,EDM,10
21,,4.2,0,3,-2,NHL,12,0,1997-98,0,24,1,,1,16,,EDM,4
22,,42.9,1,0,-1,NHL,3,0,1998-99,0,7,3,74,2,0,,EDM,3
23,,7.7,0,0,-2,NHL,5,1,1999-00,0,13,1,97,0,6,,EDM,1
24,,13.6,3,4,0,NHL,6,0,2000-01,0,22,3,149,0,4,,EDM,7
26,,16.7,1,0,-1,NHL,6,1,2002-03,0,12,2,106,0,16,,EDM,2
29,,11.7,3,9,-2,NHL,24,0,2005-06,1,60,7,515,4,22,,EDM,16
30,,11.1,1,3,1,NHL,5,0,2006-07,0,9,1,114,0,4,,NYI,4
31,,9.1,1,3,-1,NHL,8,0,2007-08,1,22,2,140,1,2,32,COL,5
33,,9.1,1,1,0,NHL,6,0,2009-10,0,11,1,112,0,6,21,LAK,2
34,,14.3,2,3,3,NHL,6,0,2010-11,0,14,2,110,0,0,23,LAK,5
