age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,0,0,0,0,NHL,1,0,1990-91,0,0,0,,0,0,,NYR,0
21,,50.0,1,2,3,NHL,7,0,1991-92,0,4,2,,1,0,,NYR,4
26,,5.6,3,8,0,NHL,12,0,1996-97,0,54,3,,0,8,,EDM,11
27,,7.7,0,7,-4,NHL,12,0,1997-98,1,26,2,,2,14,,EDM,9
28,,25.0,1,1,-3,NHL,4,0,1998-99,0,4,1,59,0,15,,EDM,2
29,,37.5,1,2,-3,NHL,5,0,1999-00,1,8,3,105,2,4,,EDM,5
30,,5.6,1,5,0,NHL,6,0,2000-01,0,18,1,136,0,17,,EDM,6
31,,4.5,0,1,0,NHL,10,0,2001-02,1,22,1,164,1,4,,STL,2
32,,27.8,0,8,0,NHL,7,0,2002-03,1,18,5,157,0,2,,STL,13
33,,14.3,0,1,-4,NHL,5,1,2003-04,0,14,2,97,1,6,,STL,3
35,SC,8.6,1,13,-3,NHL,23,0,2005-06,0,35,3,355,2,20,,CAR,16
37,,0.0,0,1,1,NHL,5,0,2007-08,0,2,0,38,0,4,6,ANA,1
