giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,25,0,20,0,0,33,7,0,1,503,NYR,0,0,[],6.1,1,5,-4,2,0,1,2003-04,0,20:08,0,14,0,4
0,NHL,77,2,22,0,0,102,25,0,8,1583,NYR,0,0,[],5.9,2,19,1,6,0,0,2005-06,0,20:33,4,58,1,10
0,NHL,66,0,23,0,0,75,14,0,1,1322,NYR,0,0,[],2.7,0,12,-8,2,0,1,2006-07,0,20:02,1,44,1,10
41,NHL,82,0,24,0,253,131,20,218,5,1676,NYR,25,0,[],3.8,4,15,5,5,0,0,2007-08,112,20:27,1,43,1,9
26,NHL,82,0,25,0,336,167,34,103,12,1928,CBJ,16,100.0,[],5.4,3,25,1,9,1,1,2008-09,98,23:31,5,81,0,13
22,NHL,80,2,26,2,303,149,32,84,15,1882,CBJ,18,33.3,[],4.0,3,26,-7,6,1,0,2009-10,124,23:31,3,49,0,11
29,NHL,80,0,27,1,260,128,27,120,11,1816,CBJ,29,50.0,[],5.5,6,20,-12,7,1,0,2010-11,93,22:42,1,32,0,9
20,NHL,66,0,28,0,246,124,26,100,11,1593,CBJ,16,0,[],4.0,4,21,-21,5,0,0,2011-12,91,24:09,1,49,1,9
19,NHL,0,1,29,0,137,56,22,58,5,1157,CBJ,9,100.0,[],7.1,4,18,9,4,1,0,2012-13,58,24:06,0,28,1,12
23,NHL,69,0,30,0,182,87,26,89,8,1477,CBJ,16,0,[],4.6,3,22,6,4,0,0,2013-14,83,21:25,1,44,2,12
23,NHL,67,0,31,0,131,56,15,106,1,1335,CBJ,10,0,[],5.4,3,12,8,3,0,0,2014-15,117,19:55,0,40,2,9
13,NHL,61,0,32,0,78,25,3,128,0,1073,CBJ,7,0,[],4.0,1,2,-6,1,0,0,2015-16,71,17:35,0,28,0,2
19,NHL,69,0,33,0,100,46,13,116,0,1307,COL,15,0,[],2.2,1,12,-25,1,0,0,2016-17,90,18:56,0,38,0,12
