shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
15.8,1986-87,69,3,,0,19,0,3,2,3,BUF,3,19,0,NHL,0,,17,6,[],0
12.5,1987-88,90,1,,0,24,0,3,-3,1,BUF,3,20,1,NHL,0,,18,4,[],0
8.8,1988-89,316,9,,0,91,0,7,9,9,BUF,8,21,0,NHL,0,,70,17,[],1
11.3,1989-90,211,10,,0,97,0,9,-10,10,BUF,11,22,3,NHL,0,,60,21,[],2
13.8,1990-91,204,2,,0,65,1,7,-10,3,BUF,9,23,1,NHL,0,,60,12,[],2
4.5,1991-92,264,4,,0,89,0,4,-10,4,WIN,4,24,1,NHL,0,,75,8,[],0
5.2,1992-93,160,4,,0,77,0,4,-7,4,TOT,4,25,0,NHL,0,,61,8,[],0
5.4,1992-93,154,4,,0,74,0,4,-7,4,TBL,4,25,0,NHL,0,,58,8,[],0
0.0,1992-93,6,0,,0,3,0,0,0,0,NYR,0,25,0,NHL,0,,3,0,[],0
5.3,1993-94,70,1,,0,19,0,1,-5,1,NYR,1,26,0,NHL,0,,35,2,[],0
0,1994-95,4,0,,0,0,0,0,0,0,NYR,0,27,0,NHL,0,,1,0,[],0
