assists,team,goals,year,games_played,points,pim,age,plus_minus,league
26,North York Rangers,17,1983-84,37,43,141,16,0,ON-Jr.A
12,Belleville Bulls,13,1984-85,49,25,119,17,0,OHL
17,2 Teams,21,1985-86,57,38,210,18,0,OHL
1,Belleville Bulls,2,1985-86,4,3,5,18,0,OHL
16,North Bay Centennials,19,1985-86,53,35,205,18,0,OHL
24,North Bay Centennials,15,1986-87,32,39,144,19,0,OHL
1,United States,2,1986-87,6,3,4,19,0,WJC-A
14,Rochester Americans,13,1987-88,57,27,283,20,0,AHL
0,Detroit Vipers,1,1994-95,6,1,52,27,0,IHL
10,Orlando Solar Bears,14,1995-96,77,24,243,28,0,IHL
8,Hershey Bears,5,1996-97,42,13,116,29,0,AHL
18,Charlotte Checkers,30,1997-98,53,48,79,30,5,ECHL
3,Kolner Haie,6,1998-99,43,9,156,31,0,Germany
4,United States,2,1998-99,3,6,0,31,0,WC-Q
2,Charlotte Checkers,1,2000-01,16,3,21,33,-4,ECHL
