age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,SC,16.7,5,24,6,NHL,0,0,1990-91,2,60,10,,5,33,,PIT,34
27,,23.1,0,3,1,NHL,6,0,1995-96,0,13,3,,3,0,,MTL,6
28,,22.2,4,2,2,NHL,5,0,1996-97,0,18,4,,0,2,,MTL,6
29,,18.2,4,8,2,NHL,10,0,1997-98,2,22,4,,0,6,,MTL,12
30,,0.0,0,1,-1,NHL,6,0,1998-99,0,18,0,118,0,2,,PHI,1
31,,11.3,4,12,3,NHL,18,0,1999-00,1,53,6,417,2,6,,PHI,18
32,,11.1,1,2,-3,NHL,6,0,2000-01,1,18,2,138,1,2,,PHI,4
33,,0.0,0,0,-1,NHL,4,0,2001-02,0,5,0,85,0,2,,PHI,0
34,,24.1,6,3,4,NHL,13,0,2002-03,1,29,7,234,1,2,,PHI,10
35,,12.1,2,2,-3,NHL,18,0,2003-04,0,33,4,302,2,4,,PHI,6
37,SC,15.6,5,9,-5,NHL,0,0,2005-06,2,45,7,414,2,18,,CAR,16
38,,0.0,0,4,-3,NHL,5,0,2006-07,0,11,0,96,0,0,,PIT,4
40,,15.8,2,3,0,NHL,11,0,2008-09,1,19,3,186,1,2,24,BOS,6
41,,23.1,3,4,0,NHL,13,0,2009-10,0,26,6,253,3,6,47,BOS,10
42,SC,12.5,3,9,7,NHL,0,0,2010-11,1,40,5,404,2,8,72,BOS,14
