year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1998-99,16,22,0,32,0,High-MN,23,Rochester Lourdes Eagles,54
1999-00,17,18,38,19,0,USHL,53,Lincoln Stars,37
2000-01,18,2,26,7,0,WCHA,41,Colorado College,9
2001-02,19,13,34,9,0,WCHA,43,Colorado College,22
2002-03,20,13,56,11,0,WCHA,42,Colorado College,24
2003-04,21,10,38,12,0,WCHA,30,Colorado College,22
2004-05,22,3,12,2,-3,AHL,39,Chicago Wolves,5
2004-05,22,1,4,3,0,ECHL,5,Gwinnett Gladiators,4
2005-06,23,13,65,14,4,AHL,78,Chicago Wolves,27
2006-07,24,18,75,11,17,AHL,67,Chicago Wolves,29
2007-08,25,8,45,8,10,AHL,58,Chicago Wolves,16
2008-09,26,9,38,6,-9,AHL,42,Chicago Wolves,15
2008-09,26,0,4,0,2,WC-A,4,United States,0
2009-10,27,17,36,19,8,AHL,67,Abbotsford Heat,36
2010-11,28,16,53,28,5,AHL,72,Portland Pirates,44
2011-12,29,13,32,19,3,AHL,51,Rochester Americans,32
2012-13,30,9,35,12,0,Germany,45,Iserlohn Roosters,21
