even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
0,0,CGY,0,2,22,0,,NHL,0,3,,1980-81,6,0.0,,0,0,-2
0,0,CGY,0,4,24,0,,NHL,0,2,,1982-83,4,0.0,,0,0,-2
