game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,2.8,2,36,0,18,,16,3,1995-96,4,0,1,1,FLA,,0,,NHL
0,0.0,0,1,0,19,,3,0,1996-97,0,0,0,0,FLA,,0,,NHL
1,10.0,0,10,0,25,60,4,0,2002-03,1,0,1,1,EDM,,0,,NHL
0,0.0,-1,32,0,28,216,16,2,2005-06,2,0,0,0,EDM,,4,,NHL
