pim,team,assists,plus_minus,points,league,games_played,year,age,goals
20,Shattuck-St. Mary\'s,15,0,28,High-MN,58,2007-08,15,13
16,U.S. National Team Development Program,14,23,33,NAHL,40,2008-09,16,19
0,U.S. National Team Development Program,7,0,13,U-17,13,2008-09,16,6
26,Medicine Hat Tigers,28,8,65,WHL,72,2009-10,17,37
24,Medicine Hat Tigers,35,41,80,WHL,65,2010-11,18,45
0,United States,0,-1,1,WJC-A,6,2010-11,18,1
34,Medicine Hat Tigers,46,29,107,WHL,65,2011-12,19,61
2,Syracuse Crunch,0,1,1,AHL,2,2011-12,19,1
2,United States,4,-1,4,WJC-A,6,2011-12,19,0
12,Norfolk Admirals,3,-1,16,AHL,45,2012-13,20,13
10,Norfolk Admirals,30,14,54,AHL,50,2013-14,21,24
2,Norfolk Admirals,8,-1,21,AHL,22,2014-15,22,13
0,San Diego Gulls,0,-2,1,AHL,1,2016-17,24,1
