year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1983-84,17,33,0,37,0,High-SK,30,Notre Dame Hounds,70
1984-85,18,18,10,16,0,WCHA,41,University of North Dakota,34
1985-86,19,31,40,28,0,WCHA,38,University of North Dakota,59
1986-87,20,52,42,37,0,WCHA,48,University of North Dakota,89
1987-88,21,12,28,10,0,Nat-Tm,46,Canada,22
1987-88,21,1,0,0,0,Olympics,4,Canada,1
1990-91,24,10,14,8,0,AHL,36,Baltimore Skipjacks,18
1991-92,25,19,51,29,0,AHL,66,Moncton Hawks,48
1992-93,26,25,52,32,0,AHL,75,Moncton Hawks,57
1993-94,27,15,45,18,0,IHL,63,Las Vegas Thunder,33
1994-95,28,15,52,12,0,IHL,60,Las Vegas Thunder,27
1995-96,29,7,81,11,0,IHL,55,Orlando Solar Bears,18
1996-97,30,15,98,33,0,IHL,76,Orlando Solar Bears,48
1997-98,31,6,26,7,0,Germany,39,Dusseldorfer EG,13
1998-99,32,4,26,11,0,Germany,52,EV Landshut,15
1999-00,33,4,34,4,0,Germany,42,Munchen Barons,8
