power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,5,2,0,NHL,1984-85,22,0,BOS,,2,7,-3,0,3,,,0.0,0
0,3,0,0,NHL,1985-86,23,0,BOS,,0,2,-4,0,3,,,0.0,0
0,1,0,0,NHL,1986-87,24,0,BOS,,0,0,0,0,2,,,0.0,0
0,19,3,0,NHL,1987-88,25,0,EDM,,3,23,2,0,33,,SC,0.0,0
1,6,7,0,NHL,1988-89,26,2,WSH,,5,12,2,0,19,,,10.5,1
1,15,13,2,NHL,1989-90,27,4,WSH,,9,32,-3,0,49,,,8.2,3
0,6,8,0,NHL,1990-91,28,3,VAN,,5,4,2,0,26,,,11.5,3
2,12,14,1,NHL,1991-92,29,6,VAN,,8,20,4,0,41,,,14.6,4
1,12,14,1,NHL,1992-93,30,4,VAN,,10,12,7,0,43,,,9.3,3
0,0,19,3,NHL,1993-94,31,9,VAN,,10,51,10,1,77,,,11.7,8
3,11,6,1,NHL,1994-95,32,4,VAN,,2,34,-8,1,31,,,12.9,0
0,13,3,0,NHL,1995-96,33,0,STL,,3,14,2,0,26,,,0.0,0
1,6,4,2,NHL,1996-97,34,3,STL,,1,23,0,0,11,,,27.3,2
1,10,10,0,NHL,1997-98,35,2,STL,,8,18,-2,0,24,,,8.3,1
2,13,6,0,NHL,1998-99,36,2,STL,11:31,4,10,-4,0,18,150,,11.1,0
