league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,36,0,22,21,7,1,,TOT,[],4.8,1,6,-9,1,0,1970-71,,0,50,0,5
NHL,11,0,22,4,2,0,,MNS,[],25.0,1,1,1,1,0,1970-71,,0,4,0,1
NHL,25,0,22,17,5,1,,VAN,[],0.0,0,5,-10,0,0,1970-71,,0,46,0,4
NHL,1,0,25,3,1,0,,VAN,[],33.3,1,0,1,1,0,1973-74,,0,0,0,0
