pim,team,assists,plus_minus,points,league,games_played,year,age,goals
24,Boston Olympics,6,0,9,EAHL,25,1940-41,21,3
40,Boston Olympics,6,0,25,EAHL,45,1941-42,22,19
39,2 Teams,19,0,47,EAHL,38,1942-43,23,28
22,Boston Olympics,2,0,10,EAHL,7,1942-43,23,8
17,Coast Guard Clippers,17,0,37,EAHL,31,1942-43,23,20
28,Coast Guard Clippers,20,0,42,Exhib.,37,1943-44,24,22
57,Boston Olympics,25,0,51,EAHL,48,1945-46,26,26
61,Boston Olympics,15,0,36,EAHL,32,1946-47,27,21
69,Boston Olympics,8,0,25,EAHL,20,1947-48,28,17
47,Boston Olympics,10,0,28,QSHL,40,1947-48,28,18
43,Boston Olympics,13,0,28,QSHL,23,1948-49,29,15
23,Boston Olympics,2,0,12,EAHL,13,1949-50,30,10
