assists,team,goals,year,games_played,points,pim,age,plus_minus,league
33,St. John\'s Prep Eagles,22,1982-83,22,55,0,16,0,High-MA
38,St. John\'s Prep Eagles,25,1983-84,22,63,0,17,0,High-MA
44,Boston College Eagles,20,1984-85,41,64,28,18,0,H-East
17,Boston College Eagles,11,1985-86,21,28,16,19,0,H-East
33,Boston College Eagles,29,1986-87,37,62,30,20,0,H-East
35,Kalamazoo Wings,15,1987-88,70,50,24,21,0,IHL
45,Kalamazoo Wings,26,1988-89,72,71,34,22,0,IHL
53,Kalamazoo Wings,33,1989-90,68,86,19,23,0,IHL
10,Maine Mariners,7,1990-91,8,17,2,24,0,AHL
11,Maine Mariners,6,1991-92,19,17,4,25,0,AHL
41,2 Teams,21,1992-93,46,62,16,26,0,IHL
17,Atlanta Knights,10,1992-93,16,27,0,26,0,IHL
24,San Diego Gulls,11,1992-93,30,35,16,26,0,IHL
56,Binghamton Rangers,22,1993-94,79,78,51,27,0,AHL
25,Kansas City Blades,15,1994-95,62,40,18,28,0,IHL
40,Minnesota Moose,14,1995-96,75,54,28,29,0,IHL
3,Ratinger Lowen,1,1996-97,6,4,0,30,0,Germany
29,Cardiff Devils,16,1996-97,34,45,6,30,0,Britain
13,Cardiff Devils,4,1997-98,15,17,8,31,0,BH-Cup
19,Cardiff Devils,10,1997-98,32,29,18,31,0,Britain
