assists,team,goals,year,games_played,points,pim,age,plus_minus,league
21,Edina Hornets,9,1985-86,26,30,0,16,0,High-MN
20,Edina Hornets,14,1986-87,26,34,0,17,0,High-MN
7,University of Minnesota,4,1987-88,24,11,36,18,0,WCHA
11,University of Minnesota,7,1988-89,43,18,115,19,0,WCHA
41,University of Minnesota,25,1989-90,46,66,34,20,0,WCHA
21,University of Minnesota,19,1990-91,43,40,133,21,0,WCHA
16,Utica Devils,17,1991-92,77,33,186,22,0,AHL
27,Utica Devils,35,1992-93,75,62,145,23,0,AHL
14,Albany River Rats,9,1993-94,29,23,80,24,0,AHL
0,Albany River Rats,1,1994-95,1,1,6,25,0,AHL
21,Adirondack Red Wings,25,1995-96,75,46,210,26,0,AHL
13,Grand Rapids Griffins,16,1996-97,68,29,219,27,0,IHL
15,Orlando Solar Bears,15,1997-98,80,30,221,28,-11,IHL
