year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2010-11,18,1,2,1,0,Austria,12,Zagreb Medvescak KHL,2
2011-12,19,0,0,0,-2,SM-liiga,3,Assat Pori,0
2012-13,20,8,6,4,4,SM-liiga,37,HPK Hameenlinna,12
2013-14,21,11,34,21,-1,SM-liiga,57,HPK Hameenlinna,32
2013-14,21,11,34,21,-1,Liiga,57,HPK,32
2013-14,21,2,6,2,2,WC D1B,5,Croatia,4
2014-15,22,4,12,4,-9,AHL,26,Lake Erie Monsters,8
2015-16,23,16,41,22,-8,AHL,68,San Antonio Rampage,38
2015-16,23,2,0,5,-3,WC D1B,4,Croatia,7
2016-17,24,12,30,11,3,AHL,69,Utica Comets,23
2016-17,24,0,16,2,-1,WC D1B,2,Croatia,2
