average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,0,0,0,NHL,21,0,0,-2,2,0,0,0,0,1969-70,MTL,0,0,[],0.0,,5
,16,1,0,NHL,22,6,6,-2,68,8,2,0,0,1970-71,TOT,10,6,[],14.7,,39
,4,0,0,NHL,22,2,2,-2,13,2,0,0,0,1970-71,MTL,2,2,[],15.4,,15
,12,1,0,NHL,22,4,4,0,55,6,2,0,0,1970-71,DET,8,4,[],14.5,,24
,25,1,0,NHL,23,14,14,-8,119,9,0,0,2,1971-72,DET,9,16,[],7.6,,64
,36,2,0,NHL,24,15,23,9,117,18,0,0,3,1972-73,DET,18,18,[],15.4,,75
,55,2,0,NHL,25,18,10,-31,205,19,6,0,12,1973-74,DET,25,30,[],12.2,,76
,53,1,0,NHL,26,19,27,-50,184,10,4,0,20,1974-75,TOT,14,39,[],7.6,,77
,11,1,0,NHL,26,3,6,-9,27,1,0,0,7,1974-75,DET,1,10,[],3.7,,26
,42,0,0,NHL,26,16,21,-41,157,9,4,0,13,1974-75,KCS,13,29,[],8.3,,51
,71,4,0,NHL,27,33,12,-51,226,18,9,0,11,1975-76,KCS,27,44,[],11.9,,78
,82,4,1,NHL,28,24,10,-28,261,29,6,1,21,1976-77,WSH,36,46,"[{'link': '/awards/voting-1977.html#AS', 'name': 'AS-9'}, {'link': '/awards/voting-1977.html#AS', 'name': 'AS-8'}]",13.8,,0
,73,3,0,NHL,29,26,12,-25,260,34,4,0,9,1977-78,WSH,38,35,[],14.6,,80
,70,4,0,NHL,30,32,24,-14,225,19,9,0,10,1978-79,WSH,28,42,"[{'link': '/awards/voting-1979.html#byng', 'name': 'Byng-22'}]",12.4,,0
,31,1,0,NHL,31,14,6,-2,80,6,5,1,5,1979-80,WSH,11,20,[],13.8,,33
,18,0,1,NHL,32,7,2,-4,62,2,2,0,6,1980-81,WSH,5,13,[],8.1,,47
