year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1991-92,16,39,30,49,0,ON-Jr.A,55,Kanata Valley Lasers,88
1992-93,17,51,46,87,0,ON-Jr.A,49,Kanata Valley Lasers,138
1993-94,18,10,28,12,0,ECAC,33,Clarkson Knights,22
1994-95,19,13,44,16,0,ECAC,34,Clarkson Knights,29
1995-96,20,29,36,43,0,ECAC,38,Clarkson Knights,72
1996-97,21,38,22,36,0,ECAC,37,Clarkson Knights,74
1997-98,22,46,28,36,18,IHL,65,Indianapolis Ice,82
1998-99,23,11,8,13,4,IHL,25,Chicago Wolves,24
1999-00,24,21,32,30,12,IHL,42,Cleveland Lumberjacks,51
1999-00,24,19,12,24,15,AHL,32,Philadelphia Phantoms,43
2000-01,25,22,20,32,16,IHL,64,Grand Rapids Griffins,54
2004-05,29,0,4,1,0,Sweden,1,Sodertalje SK,1
2010-11,35,3,0,2,-2,AHL,9,Connecticut Whale,5
