goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.4,0,NHL,5,QUE,279,24,2,0,0,16,0,0,0,0,3,0,0,0,0,.874,1993-94,127,3.44,2,[],111
-0.1,0,NHL,2,QUE,119,25,1,0,0,11,0,0,0,0,1,0,0,0,0,.825,1994-95,63,5.55,0,[],52
3.2,0,NHL,26,PHI,1437,26,8,105,0,69,0,-3.18,4,0,12,0,0,0,0,.894,1995-96,648,2.88,18,[],579
4.3,0,NHL,35,PHI,1884,27,8,102,1,79,0,-1.26,8,2,14,1,0,0,0,.903,1996-97,816,2.52,30,[],737
5.1,0,NHL,41,TOT,2155,28,15,105,0,93,0,-4.49,4,1,17,0,0,0,0,.901,1997-98,944,2.59,22,[],851
3.7,0,NHL,29,PHI,1651,28,9,105,0,67,0,-3.06,4,1,14,0,0,0,0,.902,1997-98,682,2.43,18,[],615
1.4,0,NHL,12,VAN,504,28,6,0,0,26,0,0,0,0,3,0,0,0,0,.901,1997-98,262,3.10,4,[],236
8.6,0,NHL,65,VAN,3501,29,0,108,1,0,0,-12.86,8,6,20,1,0,0,0,.900,1998-99,1715,2.93,34,[],1544
4.5,0,NHL,32,VAN,1712,30,15,103,2,76,0,-1.90,3,0,10,2,0,0,0,.902,1999-00,775,2.66,8,[],699
5.9,0,NHL,35,PIT,2032,31,15,103,0,101,0,-2.91,4,3,14,0,0,0,0,.900,2000-01,1014,2.98,8,[],913
2.9,0,NHL,25,NYI,1217,32,7,109,0,55,0,-4.36,2,2,10,0,0,0,0,.900,2001-02,549,2.71,14,[],494
8.0,0,NHL,43,NYI,2390,33,17,90,0,92,0,10.10,5,1,16,0,0,0,0,.918,2002-03,1120,2.31,24,[],1028
4.4,0,NHL,39,NYI,2015,34,15,113,1,94,0,-11.00,5,1,14,1,0,0,0,.899,2003-04,932,2.80,28,[],838
2.6,0,NHL,20,NYI,1096,36,13,116,0,68,0,-9.25,1,0,4,0,0,0,0,.886,2005-06,595,3.72,2,[],527
