pim,team,assists,plus_minus,points,league,games_played,year,age,goals
16,Regina Abbotts,5,0,11,S-SJHL,11,1939-40,18,6
9,Regina Rangers,20,0,40,N-SSHL,32,1940-41,19,20
0,New York Rovers,0,0,0,EAHL,6,1941-42,20,0
0,Montreal Canada Car,1,0,4,MCHL,5,1943-44,22,3
2,Montreal RCAF,0,0,0,QSHL,4,1943-44,22,0
0,(none),0,0,0,(none),3,1944-45,23,0
16,New Haven Ramblers,18,0,29,AHL,64,1946-47,25,11
6,New Haven Ramblers,23,0,36,AHL,64,1947-48,26,13
6,St. Paul Saints,30,0,44,USHL,57,1948-49,27,14
8,St. Paul Saints,31,0,38,USHL,70,1949-50,28,7
2,Regina Capitals,3,0,4,WCMHL,9,1950-51,29,1
6,Yorkton Legionnaires,13,0,28,SSHL,19,1950-51,29,15
