bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,OHA-Jr.,6,Kingston Collegiate Institute,360,18,2,0,0,40,0,0,0,0,4,0,0,0,0,0,1913-14,0,6.67,0,0
0,OHA-Sr.,3,Toronto Argonauts,180,20,1,0,0,8,0,0,0,0,2,0,0,0,0,0,1915-16,0,2.67,0,0
0,OHA-Sr.,10,Toronto Dentals,620,21,2,0,0,26,0,0,1,2,7,0,0,0,0,0,1916-17,0,2.52,0,0
0,OHA-Sr.,9,Toronto Dentals,540,22,0,0,0,35,0,0,0,0,9,0,0,0,0,0,1917-18,0,3.89,0,0
0,OHA-Sr.,7,Toronto Dentals,420,23,2,0,0,27,0,0,0,0,5,0,0,0,0,0,1918-19,0,3.86,0,0
0,OHA-Sr.,6,Toronto Dentals,390,24,3,0,0,24,0,0,0,0,3,0,0,0,0,0,1919-20,0,3.69,0,0
0,OHA-Sr.,9,Toronto Aura Lee,529,25,5,0,0,22,0,0,0,1,3,0,0,0,0,0,1920-21,0,2.50,0,0
0,OHA-Sr.,9,Hamilton Tigers,570,26,4,0,0,34,0,0,1,0,4,0,0,0,0,0,1921-22,0,3.58,0,0
0,OHA-Sr.,12,Hamilton Tigers,699,27,2,0,0,28,0,0,0,1,9,0,0,0,0,0,1922-23,0,2.40,0,0
0,OHA-Sr.,10,Hamilton Tigers,620,28,1,0,0,26,0,0,0,0,9,0,0,0,0,0,1923-24,0,2.52,0,0
0,Can-Pro,9,Hamilton Tigers,541,31,4,0,0,16,0,0,1,1,4,0,0,0,0,0,1926-27,0,1.77,0,0
