assists,year,games_played,points,goals,team,age,pim,plus_minus,league
20,1992-93,34,27,7,Seaforth Sailors,14,13,0,OHA-D
27,1993-94,46,39,12,Stratford Cullitons,15,8,0,ON-Jr.B
74,1994-95,45,105,31,Stratford Cullitons,16,21,0,ON-Jr.B
38,1995-96,66,58,20,Kitchener Rangers,17,35,0,OHL
41,1996-97,54,69,28,Kitchener Rangers,18,37,0,OHL
0,1996-97,7,4,4,Canada,18,0,0,WJC-A
6,1997-98,14,11,5,Hamilton Bulldogs,19,6,0,AHL
6,1998-99,7,10,4,Hamilton Bulldogs,20,2,3,AHL
8,2006-07,30,14,6,Toronto Marlies,28,14,0,AHL
7,2008-09,45,16,9,Toronto Marlies,30,14,1,AHL
2,2009-10,16,4,2,HC Lugano,31,8,0,Swiss
