game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0.0,0,3,0,20,33,1,0,1998-99,0,0,0,0,EDM,,0,,NHL
0,0.0,-1,2,0,22,21,2,0,2000-01,0,0,0,0,DET,,0,,NHL
0,6.9,5,29,0,23,230,21,4,2001-02,6,0,2,2,DET,SC,4,,NHL
0,33.3,0,3,0,25,20,3,0,2003-04,1,0,1,1,DET,,0,,NHL
