league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,1,0,22,0,0,0,,PIT,[],0,0,0,0,0,0,1991-92,,0,0,0,0
NHL,2,1,24,1,1,0,,WSH,[],100.0,0,0,1,1,0,1993-94,,1,2,0,0
