won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
,0,NHL,2,HAR,135,21,2,0,0,10,0,0,0,0,0,0,0,0,0,.863,1988-89,73,4.44,0,63
,0,NHL,1,HAR,19,24,0,0,0,1,0,0,0,0,0,0,0,0,0,.800,1991-92,5,3.16,0,4
,0,NHL,1,VAN,20,27,0,0,0,2,0,0,0,0,0,0,0,0,0,.889,1994-95,18,6.00,0,16
