assists,year,games_played,points,goals,team,age,pim,plus_minus,league
14,1978-79,71,15,1,Laval National,16,79,0,QMJHL
15,1979-80,68,21,6,2 Teams,17,111,0,QMJHL
10,1979-80,44,15,5,Laval Voisins,17,47,0,QMJHL
5,1979-80,24,6,1,Chicoutimi Sagueneens,17,64,0,QMJHL
23,1980-81,67,38,15,Sherbrooke Castors,18,247,0,QMJHL
41,1981-82,60,49,8,Sherbrooke Castors,19,240,0,QMJHL
12,1982-83,67,15,3,Salt Lake Golden Eagles,20,222,0,CHL
3,1983-84,30,5,2,Fredericton Express,21,146,0,AHL
5,1984-85,42,6,1,Fredericton Express,22,134,0,AHL
5,1985-86,38,8,3,Fredericton Express,23,103,0,AHL
2,1994-95,7,4,2,Kalamazoo Wings,32,18,0,IHL
4,1995-96,73,7,3,Houston Aeros,33,333,0,IHL
5,1996-97,64,8,3,2 Teams,34,169,0,IHL
0,1996-97,5,0,0,Houston Aeros,34,25,0,IHL
5,1996-97,59,8,3,Chicago Wolves,34,144,0,IHL
5,1997-98,12,5,0,EC Villacher SV,35,28,0,Alpenliga
8,1997-98,19,14,6,EC VSV Villach,35,61,0,Austria
8,1998-99,31,10,2,EC Villacher SV,36,148,0,Alpenliga
1,1998-99,23,2,1,EC VSV Villach,36,44,0,Austria
6,1999-00,32,9,3,EC Villacher SV,37,106,0,IEHL
1,1999-00,5,2,1,EC Villacher SV,37,58,0,EuroHL
1,1999-00,15,1,0,EC VSV Villach,37,63,0,Austria
