assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1979-80,12,0,0,Chicoutimi Sagueneens,17,12,0,QMJHL
2,1980-81,14,3,1,Sherbrooke Castors,18,35,0,QMJHL
7,1981-82,22,9,2,Sherbrooke Castors,19,106,0,QMJHL
1,1981-82,5,1,0,Sherbrooke Castors,19,14,0,M-Cup
1,1982-83,6,2,1,Salt Lake Golden Eagles,20,8,0,CHL
1,1983-84,7,2,1,Fredericton Express,21,43,0,AHL
1,1984-85,6,1,0,Fredericton Express,22,25,0,AHL
0,1985-86,5,0,0,Fredericton Express,23,33,0,AHL
2,1996-97,4,2,0,Chicago Wolves,34,28,0,IHL
0,1997-98,5,0,0,EC VSV Villach,35,42,0,Austria
