assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Seattle Breakers,0,1983-84,5,0,15,17,0,WHL
1,Seattle Thunderbirds,0,1985-86,5,1,18,19,0,WHL
3,Medicine Hat Tigers,0,1986-87,20,3,125,20,0,WHL
1,Medicine Hat Tigers,0,1986-87,5,1,25,20,0,M-Cup
1,Flint Spirits,0,1987-88,16,1,110,21,0,IHL
0,Utica Devils,0,1988-89,5,0,40,22,0,AHL
1,Providence Bruins,0,1992-93,2,1,6,26,0,AHL
0,Portland Pirates,0,1999-00,4,0,14,33,0,AHL
