shotsPercentage,faceoff_loses,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,giveaways,total_shots,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,takeaways,faceoff_percentage,age,game_winning_goals,league,shorthanded_goals,blocks,average_ice_time,hits,games_played,faceoff_wins,points,awards,power_play_goals
3.3,0,2015-16,22,12,1414,0,49,280,122,6,3,-14,18,CAR,4,42,0,19,0,NHL,0,78,17:54,67,79,0,22,[],1
3.7,0,2016-17,26,16,1452,0,53,270,108,9,2,-19,25,CAR,4,42,0,20,1,NHL,0,73,17:55,57,81,0,29,[],2
