power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,3,0,0,WHA,1978-79,19,0,CNS,,0,2,-2,0,0,,,0,0
0,4,0,0,NHL,1982-83,23,0,WSH,,0,4,-5,0,17,,,0.0,0
2,8,10,0,NHL,1983-84,24,3,WSH,,7,16,1,0,30,,,10.0,1
1,5,7,1,NHL,1984-85,25,4,WSH,,3,9,3,0,23,,,17.4,3
0,9,12,0,NHL,1985-86,26,2,WSH,,10,4,6,0,26,,,7.7,2
0,7,7,0,NHL,1986-87,27,4,WSH,,3,14,0,0,33,,,12.1,4
1,14,7,0,NHL,1987-88,28,3,WSH,,4,14,-7,0,45,,,6.7,2
0,5,0,0,NHL,1988-89,29,0,MNS,,0,6,-4,0,14,,,0.0,0
4,10,8,1,NHL,1989-90,30,5,NYR,,3,12,0,0,26,,,19.2,1
1,6,2,0,NHL,1990-91,31,1,NYR,,1,0,-4,0,22,,,4.5,0
3,13,16,1,NHL,1991-92,32,8,NYR,,8,4,3,0,66,,,12.1,5
1,18,11,3,NHL,1993-94,34,5,TOR,,6,14,3,0,53,,,9.4,4
0,5,4,0,NHL,1994-95,35,2,TOR,,2,2,4,0,10,,,20.0,2
2,6,5,1,NHL,1995-96,36,4,TOR,,1,4,-5,0,18,,,22.2,2
0,7,3,0,NHL,1996-97,37,1,PHX,,2,4,-1,0,17,,,5.9,1
1,5,1,0,NHL,1997-98,38,1,PHX,,0,18,-2,0,11,,,9.1,0
