year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2002-03,18,8,0,20,0,High-MN,27,Apple Valley,27
2003-04,19,3,34,16,0,H-East,44,University of Maine,19
2004-05,20,1,2,13,0,H-East,40,University of Maine,14
2005-06,21,3,4,13,0,H-East,36,University of Maine,16
2006-07,22,6,2,14,0,H-East,40,University of Maine,20
2008-09,24,4,18,25,2,AHL,51,Norfolk Admirals,29
2009-10,25,2,4,14,1,AHL,27,Norfolk Admirals,16
2009-10,25,0,0,1,0,WC-A,6,United States,1
2011-12,27,0,0,0,0,AHL,2,Houston Aeros,0
2012-13,28,0,2,4,0,Sweden-2,7,Almtuna IS Uppsala,4
