age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0,0,1,0,NHL,9,0,1930-31,0,0,3,,0,11,,CBH,4
23,,0,0,0,0,NHL,2,0,1931-32,0,0,0,,0,2,,CBH,0
25,SC,0,0,2,0,NHL,8,0,1933-34,0,0,2,,0,6,,CBH,4
26,,0,0,0,0,NHL,2,0,1934-35,0,0,0,,0,0,,CBH,0
27,,0,0,3,0,NHL,2,0,1935-36,0,0,2,,0,0,,CBH,5
29,SC,0,0,4,0,NHL,9,0,1937-38,0,0,2,,0,12,,CBH,6
31,,0,0,0,0,NHL,2,0,1939-40,0,0,1,,0,2,,CBH,1
32,,0,0,3,0,NHL,4,0,1940-41,0,0,2,,0,0,,CBH,5
33,,0,0,2,0,NHL,3,0,1941-42,0,0,0,,0,4,,CBH,2
35,,0,0,0,0,NHL,4,0,1943-44,0,0,0,,0,4,,CBH,0
