shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
1,,RW,19.4,26,268,41,1,27,10,52,34,Teemu Selanne,13.3,1.3,86,10,30,,73,12,12.0,7,/players/s/selante01.html
1,,C,13.0,24,131,8,4,26,3,17,36,Steve Rucchin,5.9,1.2,53,8,13,,72,8,4.7,8,/players/r/rucchst01.html
0,,D,4.2,13,142,4,1,32,1,6,30,Dmitri Mironov,5.1,2.1,36,2,115,,66,-7,3.1,16,/players/m/mirondm01.html
2,,RW,7.0,10,187,7,1,30,1,13,20,Scott Young,2.5,0.4,33,4,22,,73,-13,2.1,9,/players/y/youngsc01.html
0,,LW,16.5,12,103,14,0,23,2,17,14,Paul Kariya,5.0,0.7,31,3,23,,22,12,4.3,2,/players/k/kariypa01.html
0,,C,8.0,17,75,4,0,21,0,6,21,Matt Cullen,1.8,0.6,27,2,23,,61,-4,1.2,4,/players/c/cullema01.html
0,,LW,7.4,10,68,4,0,25,2,5,15,Sean Pronger,0.7,0.4,20,1,30,,62,-9,0.3,5,/players/p/prongse01.html
2,,LW,8.9,11,90,6,0,28,2,8,11,Joe Sacco,1.4,0.6,19,0,24,,55,-1,0.8,0,/players/s/saccojo01.html
1,,LW,6.6,6,136,6,0,33,0,9,8,Tomas Sandstrom,-0.2,0.0,17,2,64,,77,-25,-0.2,2,/players/s/sandsto01.html
0,,D,2.7,7,74,1,0,32,1,2,15,J.J. Daigneault,2.2,1.3,17,1,28,,53,-10,0.9,8,/players/d/daignjj01.html
1,,LW,5.5,10,110,5,0,26,0,6,10,Ted Drury,0.1,0.5,16,0,82,,73,-10,-0.4,0,/players/d/druryte01.html
0,,C,11.9,7,42,4,0,27,0,5,11,Travis Green,1.3,-0.1,16,1,16,,22,-10,1.4,4,/players/g/greentr01.html
0,,D,4.8,6,104,4,0,23,0,5,10,Ruslan Salei,3.9,3.1,15,1,70,,66,7,0.7,4,/players/s/saleiru01.html
0,,D,1.6,9,64,1,1,26,0,1,11,Dave Karpa,2.6,2.8,12,0,217,,78,-3,-0.3,1,/players/k/karpada01.html
0,,RW,20.9,1,43,8,0,22,0,9,2,Frank Banham,1.4,0.0,11,1,12,,21,-6,1.3,1,/players/b/banhafr01.html
0,,LW,33.3,3,21,4,0,21,0,7,4,Josef Marha,1.8,0.3,11,3,0,,12,4,1.5,1,/players/m/marhajo01.html
0,,LW,8.1,5,62,4,0,30,0,5,6,Warren Rychel,-0.3,0.4,11,1,198,,63,-10,-0.7,1,/players/r/rychewa01.html
0,,C,13.3,3,30,1,0,29,1,4,7,Kevin Todd,0.7,0.1,11,3,12,,27,-5,0.6,4,/players/t/toddke01.html
0,,C,9.3,5,43,4,0,29,1,4,5,Mark Janssens,-0.9,-0.2,9,0,116,,55,-22,-0.7,0,/players/j/janssma01.html
0,,RW,11.1,5,36,4,0,26,0,4,5,Jeff Nielsen,0.5,0.3,9,0,16,,32,-1,0.2,0,/players/n/nielsje01.html
0,,D,4.4,3,68,2,0,26,0,3,6,Jason Marshall,2.0,2.2,9,1,189,,72,-8,-0.2,3,/players/m/marshja02.html
0,,LW,7.0,5,43,3,0,23,1,3,5,Jeremy Stevenson,-0.2,0.4,8,0,101,,45,-4,-0.5,0,/players/s/steveje01.html
0,,D,6.5,1,46,2,0,21,0,3,4,Pavel Trnka,1.6,1.6,7,1,40,,48,-4,0.1,3,/players/t/trnkapa01.html
0,,D,0.0,6,23,0,0,23,0,0,6,Drew Bannister,1.0,0.9,6,0,47,,27,-2,0.1,0,/players/b/bannidr01.html
0,,D,11.8,2,17,2,0,22,1,2,2,Mike Crowley,0.8,0.3,4,0,8,,8,0,0.5,0,/players/c/crowlmi01.html
0,,C,12.5,3,8,1,0,25,0,1,3,Jean-Francois Jomphe,0.3,0.1,4,0,8,,9,1,0.2,0,/players/j/jomphje01.html
0,,LW,3.7,3,27,1,0,31,0,1,3,Brent Severyn,-0.5,0.3,4,0,133,,37,-3,-0.9,0,/players/s/severbr01.html
0,,D,4.8,2,21,1,0,24,0,1,3,Darren Van Impe,0.1,0.0,4,0,4,,19,-10,0.1,1,/players/v/vanimda01.html
0,,C,14.3,0,21,2,0,26,0,3,0,Espen Knutsen,-0.2,-0.2,3,1,6,,19,-10,-0.1,0,/players/k/knutses01.html
1,,D,11.1,2,9,0,0,31,0,1,2,Doug Houda,0.5,0.6,3,0,52,,24,-5,-0.1,0,/players/h/houdado01.html
0,,RW,16.7,1,6,1,0,23,0,1,1,Peter LeBoutillier,0.0,0.1,2,0,55,,12,-1,-0.1,0,/players/l/leboupe01.html
0,,C,0.0,2,14,0,0,21,0,0,2,Richard Park,-0.3,0.1,2,0,8,,15,-3,-0.4,0,/players/p/parkri01.html
0,,D,0.0,2,8,0,0,24,0,0,2,Jamie Pushor,0.5,0.5,2,0,10,,10,1,0.0,0,/players/p/pushoja01.html
0,,LW,16.7,0,6,1,0,27,0,1,0,Shawn Antoski,0.0,0.1,1,0,18,,9,1,-0.1,0,/players/a/antossh01.html
0,,D,0.0,1,11,0,0,33,0,0,1,Bobby Dollas,-0.4,-0.1,1,0,27,,22,-12,-0.4,0,/players/d/dollabo01.html
0,,G,,0,0,0,0,31,0,0,1,Guy Hebert,7.4,0.0,1,0,4,,46,0,0.0,0,/players/h/hebergu01.html
0,,G,,0,0,0,0,32,0,0,1,Mikhail Shtalenkov,4.7,0.0,1,0,0,,40,0,0.0,0,/players/s/shtalmi01.html
0,,D,0.0,1,11,0,0,23,0,0,1,Dan Trebil,-0.1,0.2,1,0,2,,21,-8,-0.3,0,/players/t/trebida01.html
0,,C,0.0,0,1,0,0,22,0,0,0,Antti Aalto,-0.1,0.0,0,0,0,,3,-1,-0.1,0,/players/a/aaltoan01.html
0,,G,,0,0,0,0,23,0,0,0,Tom Askey,0.5,0.0,0,0,0,,7,0,0.0,0,/players/a/askeyto01.html
0,,LW,0.0,0,11,0,0,21,0,0,0,Mike Leclerc,-0.4,-0.1,0,0,6,,7,-6,-0.3,0,/players/l/leclemi01.html
0,,D,,0,0,0,0,20,0,0,0,Marc Moro,0.0,0.0,0,0,0,,1,0,0.0,0,/players/m/moroma01.html
0,,LW,,0,0,0,0,30,0,0,0,Barry Nieckar,0.0,0.0,0,0,2,,1,0,0.0,0,/players/n/nieckba01.html
0,,RW,,0,0,0,0,22,0,0,0,Tony Tuzzolino,-0.1,-0.1,0,0,2,,1,-2,0.0,0,/players/t/tuzzoto01.html
0,,LW,0.0,0,4,0,0,23,0,0,0,Bob Wren,-0.1,0.0,0,0,0,,3,0,-0.1,0,/players/w/wrenbo01.html
