offensive_point_share,name,even_strength_goals,shorthanded_goals,plus_minus,shotsPercentage,age,shots,assists,positions,overall_point_share,points,games_played,power_play_assists,defensive_point_share,game_winning_goals,power_play_goals,total_ice_time,shorthanded_assists,goals,even_strength_assists,average_ice_time,pim
7.9,Daniel Sedin,20,0,19,15.3,26,236,48,LW,10.7,84,81,18,2.8,8,16,1463,0,36,30,18:04,36
4.8,Henrik Sedin,9,0,19,7.5,26,134,71,C,7.7,81,82,34,2.8,2,1,1511,0,10,37,18:26,66
4.3,Markus Naslund,15,0,3,10.8,33,222,36,RW,6.4,60,82,19,2.1,5,9,1455,0,24,17,17:44,54
2.9,Brendan Morrison,12,2,-9,14.4,31,139,31,C,4.6,51,82,12,1.7,3,6,1472,0,20,19,17:57,60
3.2,Kevin Bieksa,6,0,1,5.9,25,203,30,D,8.6,42,81,13,5.4,2,6,1966,0,12,17,24:16,134
3.0,Taylor Pyatt,14,0,5,15.3,25,150,14,LW,4.7,37,76,2,1.7,4,9,1061,0,23,12,13:58,42
3.5,Sami Salo,9,0,21,9.8,32,143,23,D,9.1,37,67,13,5.6,6,5,1437,0,14,10,21:27,26
2.0,Mattias Ohlund,5,0,-3,6.5,30,170,20,D,7.0,31,77,9,5.0,2,6,1909,0,11,11,24:47,80
0.4,Matt Cooke,9,0,0,7.5,28,133,20,LW,2.1,30,81,3,1.8,3,1,1264,2,10,15,15:37,64
0.9,Trevor Linden,7,0,-6,13.0,36,92,13,C,2.0,25,80,2,1.1,1,5,987,0,12,11,12:20,34
0.2,Jan Bulis,10,1,-8,9.8,28,122,11,C,1.5,23,79,2,1.3,2,1,1136,0,12,9,14:23,70
-0.1,Ryan Kesler,6,0,1,6.8,22,88,10,C,1.1,16,48,0,1.1,0,0,789,0,6,10,16:26,40
0.2,Lukas Krajicek,2,0,-4,2.9,23,105,13,D,3.9,16,78,4,3.6,2,1,1444,0,3,9,18:31,64
-0.4,Willie Mitchell,1,0,1,1.9,29,54,10,D,3.4,11,62,0,3.8,0,0,1377,1,1,9,22:13,45
0.7,Jeff Cowan,6,1,4,15.2,30,46,3,LW,1.4,10,42,0,0.6,0,0,347,0,7,3,8:15,93
-1.5,Alexandre Burrows,3,0,-7,4.3,25,70,6,LW,-0.5,9,81,1,1.0,1,0,927,0,3,5,11:26,93
0.2,Bryan Smolinski,1,1,-3,9.8,35,41,3,C,0.5,7,20,0,0.3,0,2,322,0,4,3,16:06,8
-1.0,Josh Green,2,0,0,2.7,29,74,5,C,-0.1,7,57,0,0.9,2,0,650,1,2,4,11:25,25
-0.1,Rory Fitzpatrick,1,0,12,2.4,32,41,6,D,3.0,7,58,0,3.2,1,0,817,2,1,4,14:06,46
0.1,Tommi Santala,1,0,0,5.0,27,20,5,C,0.4,6,30,0,0.3,0,0,221,0,1,5,7:22,24
0.2,Brent Sopel,1,0,0,3.7,30,27,4,D,1.2,5,20,1,1.0,0,0,368,0,1,3,18:25,10
-0.5,Marc Chouinard,1,0,-2,13.3,29,15,2,C,-0.1,4,42,0,0.5,0,1,396,0,2,2,9:26,10
0.1,Alexander Edler,1,0,3,10.0,20,10,2,D,1.0,3,22,0,0.9,0,0,252,0,1,2,11:27,6
0.2,Yannick Tremblay,0,0,-6,3.3,31,30,2,D,0.2,3,12,2,-0.1,0,1,153,0,1,0,12:44,12
0.0,Roberto Luongo,0,0,0,,27,0,2,G,17.1,2,76,0,0.0,0,0,4490,0,0,0,59:05,10
0.0,Patrick Coulombe,0,0,-6,0.0,21,11,1,D,-0.2,1,7,0,-0.2,0,0,95,0,0,1,13:38,4
0.0,Brad Moran,0,0,0,0.0,27,3,1,C,0.0,1,3,1,0.1,0,0,38,0,0,0,12:38,2
-0.1,Tyler Bouck,0,0,-1,0.0,27,7,0,LW,-0.1,0,6,0,0.0,0,0,48,0,0,0,7:55,16
-0.1,Luc Bourdon,0,0,-1,0.0,19,3,0,D,0.0,0,9,0,0.1,0,0,80,0,0,0,8:50,4
-0.1,Lee Goren,0,0,-1,0.0,29,2,0,RW,-0.1,0,2,0,0.0,0,0,23,0,0,0,11:21,0
0.0,Nathan McIver,0,0,-3,,22,0,0,D,-0.2,0,1,0,-0.2,0,0,11,0,0,0,11:20,7
-0.1,Brandon Reid,0,0,-1,0.0,25,8,0,C,-0.1,0,3,0,0.0,0,0,35,0,0,0,11:43,0
0.0,Rick Rypien,0,0,0,,22,0,0,C,0.0,0,2,0,0.0,0,0,10,0,0,0,4:46,5
0.0,Dany Sabourin,0,0,0,,26,0,0,G,1.4,0,9,0,0.0,0,0,480,0,0,0,53:17,0
-0.1,Jesse Schultz,0,0,0,0.0,24,6,0,RW,0.0,0,2,0,0.0,0,0,20,0,0,0,10:09,0
0.0,Nathan Smith,0,0,0,,24,0,0,C,0.0,0,1,0,0.0,0,0,9,0,0,0,8:45,0
