shorthanded_goals,average_ice_time,positions,shotsPercentage,even_strength_assists,shots,even_strength_goals,shorthanded_assists,age,game_winning_goals,goals,assists,name,overall_point_share,defensive_point_share,points,power_play_goals,pim,total_ice_time,games_played,plus_minus,offensive_point_share,power_play_assists,link
0,,C,13.4,29,186,20,0,23,2,25,43,Patrik Sundstrom,4.5,0.5,68,5,46,,71,-17,3.9,14,/players/s/sundspa01.html
2,,RW,14.8,24,182,19,2,27,1,27,37,Stan Smyl,4.1,0.6,64,6,100,,80,-18,3.4,11,/players/s/smylst01.html
0,,C,14.5,28,152,19,2,28,3,22,42,Thomas Gradin,3.7,0.5,64,3,43,,76,-22,3.2,12,/players/g/gradith01.html
0,,RW,18.4,13,212,25,0,21,4,39,20,Tony Tanti,4.8,0.4,59,14,45,,68,-21,4.4,7,/players/t/tantito01.html
1,,LW,13.0,29,162,16,0,22,2,21,31,Moe Lemay,3.1,0.7,52,4,68,,74,-11,2.4,2,/players/l/lemaymo01.html
0,,C,20.2,17,114,14,0,32,1,23,25,Peter McNab,2.7,0.5,48,9,10,,75,-20,2.2,8,/players/m/mcnabpe01.html
0,,RW,15.2,13,138,17,0,19,1,21,18,Cam Neely,1.8,0.3,39,4,137,,72,-26,1.5,5,/players/n/neelyca01.html
0,,LW,13.6,11,154,18,0,22,2,21,14,Petri Skriko,1.6,0.3,35,3,10,,72,-26,1.2,3,/players/s/skrikpe01.html
2,,LW,17.5,19,80,12,0,32,2,14,20,Al MacAdam,0.7,0.4,34,0,27,,80,-29,0.3,1,/players/m/macadal01.html
1,,D,4.0,16,173,4,0,29,0,7,27,Doug Halward,2.3,0.8,34,2,82,,71,-42,1.5,11,/players/h/halwado01.html
1,,D,5.2,14,96,3,0,20,1,5,26,Michel Petit,2.8,1.6,31,1,127,,69,-26,1.2,12,/players/p/petitmi01.html
0,,D,4.8,20,125,4,2,24,0,6,24,Doug Lidster,3.8,2.7,30,2,55,,78,-11,1.0,2,/players/l/lidstdo01.html
0,,LW,11.2,15,107,10,1,25,2,12,17,Gary Lupul,0.9,0.5,29,2,82,,66,-15,0.4,1,/players/l/lupulga01.html
0,,D,4.3,17,93,2,0,19,0,4,23,J.J. Daigneault,3.0,2.1,27,2,69,,67,-14,0.9,6,/players/d/daignjj01.html
1,,C,18.5,5,92,16,0,26,1,17,5,Mark Kirton,0.7,0.3,22,0,21,,62,-22,0.4,0,/players/k/kirtoma01.html
0,,D,1.5,11,131,0,0,23,0,2,17,Rick Lanz,1.6,1.3,19,2,69,,57,-22,0.4,6,/players/l/lanzri01.html
0,,D,2.7,12,73,2,0,35,0,2,15,Jiri Bubla,1.8,1.6,17,0,54,,56,-15,0.2,3,/players/b/bublaji01.html
0,,LW,8.9,10,56,5,1,28,1,5,11,Jere Gillis,0.4,0.3,16,0,23,,37,-7,0.1,0,/players/g/gillije01.html
0,,D,5.1,9,59,3,0,22,1,3,9,Garth Butcher,1.1,1.6,12,0,152,,75,-31,-0.4,0,/players/b/butchga01.html
0,,RW,26.1,3,23,4,0,21,1,6,4,Jean-Marc Lanthier,0.1,0.0,10,2,13,,27,-16,0.1,1,/players/l/lanthje01.html
0,,D,0.0,4,22,0,0,23,0,0,6,Neil Belland,0.5,0.3,6,0,6,,13,-4,0.2,2,/players/b/bellane01.html
0,,LW,7.1,3,14,1,0,20,0,1,4,Taylor Hall,0.3,0.1,5,0,19,,7,0,0.2,1,/players/h/hallta01.html
0,,C,7.7,2,13,1,0,29,0,1,2,Ron Delorme,-0.7,0.2,3,0,51,,31,-8,-0.9,0,/players/d/delorro01.html
0,,LW,0.0,3,10,0,0,19,0,0,3,Mike Stevens,0.0,0.0,3,0,6,,6,-2,0.0,0,/players/s/stevemi01.html
0,,G,,0,0,0,0,22,0,0,2,Frank Caprice,3.0,0.0,2,0,0,,28,0,0.0,0,/players/c/caprifr01.html
0,,G,,0,0,0,0,32,0,0,1,Richard Brodeur,6.2,0.0,1,0,4,,51,0,0.0,0,/players/b/broderi01.html
0,,LW,0.0,1,1,0,0,22,0,0,1,Grant Martin,-0.4,0.0,1,0,39,,12,-8,-0.4,0,/players/m/martigr01.html
0,,C,0.0,0,1,0,0,21,0,0,0,Craig Coxe,-0.4,0.0,0,0,49,,9,-5,-0.3,0,/players/c/coxecr01.html
0,,LW,,0,0,0,0,23,0,0,0,Marc Crawford,-0.1,-0.1,0,0,4,,1,-4,0.0,0,/players/c/crawfma01.html
0,,G,,0,0,0,0,33,0,0,0,John Garrett,0.3,0.0,0,0,14,,10,0,0.0,0,/players/g/garrejo01.html
0,,D,,0,0,0,0,21,0,0,0,Bruce Holloway,0.0,0.0,0,0,0,,2,-1,0.0,0,/players/h/hollobr01.html
0,,RW,0.0,0,8,0,0,22,0,0,0,Dave Morrison,-0.4,0.0,0,0,0,,8,-6,-0.3,0,/players/m/morrida01.html
0,,D,0.0,0,6,0,0,22,0,0,0,Andy Schliebener,-0.3,-0.1,0,0,16,,11,-11,-0.2,0,/players/s/schlian01.html
