assists,team,goals,year,games_played,points,pim,age,plus_minus,league
14,Revelstoke Bruins,4,1978-79,61,18,52,15,0,BCJHL
1,Billings Bighorns,0,1978-79,9,1,0,15,0,WHL
2,Melville Millionaires,3,1979-80,9,5,10,16,0,SJHL
9,Billings Bighorns,1,1979-80,49,10,6,16,0,WHL
29,2 Teams,6,1980-81,68,35,61,17,0,WHL
2,Billings Bighorns,0,1980-81,2,2,0,17,0,WHL
27,Regina Pats,6,1980-81,66,33,61,17,0,WHL
28,Regina Pats,4,1981-82,69,32,111,18,0,WHL
58,2 Teams,6,1982-83,58,64,90,19,0,WHL
5,Brandon Wheat Kings,0,1982-83,7,5,8,19,0,WHL
53,Kamloops Jr. Oilers,6,1982-83,51,59,82,19,0,WHL
30,Fredericton Express,3,1983-84,66,33,29,20,0,AHL
4,2 Teams,3,1984-85,44,7,16,21,0,AHL
4,Fredericton Express,2,1984-85,31,6,16,21,0,AHL
0,St. Catharines Saints,1,1984-85,13,1,0,21,0,AHL
24,2 Teams,11,1985-86,67,35,92,22,0,IHL
11,Kalamazoo Wings,7,1985-86,38,18,45,22,0,IHL
13,Peoria Rivermen,4,1985-86,29,17,47,22,0,IHL
