age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
20,,9.1,1,4,-1,NHL,6,0,1971-72,0,11,1,,0,2,,MTL,5
21,SC,12.0,1,5,3,NHL,0,0,1972-73,1,25,3,,2,9,,MTL,8
22,,0.0,0,1,-4,NHL,6,0,1973-74,0,5,0,,0,4,,MTL,1
23,,27.3,0,7,6,NHL,11,0,1974-75,0,44,0,,4,15,,MTL,19
24,SC,15.2,7,10,10,NHL,13,0,1975-76,0,46,7,,0,2,,MTL,17
25,SC,15.8,0,0,0,NHL,0,0,1976-77,2,0,9,,1,6,,MTL,0
26,SC,21.7,7,11,10,NHL,0,0,1977-78,2,46,0,,3,16,,MTL,0
27,SC,13.7,0,0,8,NHL,16,0,1978-79,2,0,10,,2,0,,MTL,0
28,,42.9,3,1,4,NHL,3,0,1979-80,0,7,3,,0,0,,MTL,4
29,,0.0,0,1,-3,NHL,3,0,1980-81,0,7,0,,0,2,,MTL,1
30,,11.1,0,1,-1,NHL,5,0,1981-82,0,18,2,,2,4,,MTL,3
31,,0.0,0,2,0,NHL,3,0,1982-83,0,5,0,,0,2,,MTL,2
32,,0.0,0,3,1,NHL,12,0,1983-84,0,16,0,,0,5,,MTL,3
37,,10.0,0,0,-3,NHL,4,0,1988-89,0,10,1,,1,0,,NYR,1
