shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0.0,1977-78,2,0,,0,5,0,0,-2,0,MTL,0,22,0,NHL,0,,3,0,[],0
17.6,1978-79,22,8,,0,51,0,8,7,8,MTL,9,23,1,NHL,0,,41,17,[],1
11.3,1979-80,78,10,,1,159,3,13,-38,14,PIT,18,24,0,NHL,0,,76,32,[],5
10.9,1980-81,161,9,,0,92,0,10,-12,9,TOT,10,25,2,NHL,0,,60,19,[],0
11.2,1980-81,161,9,,0,89,0,10,-9,9,PIT,10,25,2,NHL,0,,58,19,[],0
0.0,1980-81,0,0,,0,3,0,0,-3,0,EDM,0,25,0,NHL,0,,2,0,[],0
14.4,1981-82,99,20,,0,167,2,18,21,22,EDM,24,26,0,NHL,2,,68,46,[],4
17.4,1982-83,85,17,,1,144,2,18,0,20,EDM,25,27,7,NHL,5,,0,45,"[{'link': '/awards/voting-1983.html#selke', 'name': 'Selke-22'}]",2
16.5,1983-84,61,26,,1,164,1,22,18,28,EDM,27,28,3,NHL,3,,77,55,[],2
12.2,1984-85,85,10,,3,98,0,10,-7,13,EDM,12,29,0,NHL,1,,73,25,[],1
7.8,1985-86,25,8,,1,51,0,4,-6,9,BUF,4,30,0,NHL,0,,50,13,[],0
3.0,1986-87,28,5,,0,33,0,1,-7,5,TOT,1,31,0,NHL,0,,45,6,[],0
3.3,1986-87,26,5,,0,30,0,1,-6,5,STL,1,31,0,NHL,0,,43,6,[],0
0.0,1986-87,2,0,,0,3,0,0,-1,0,HAR,0,31,0,NHL,0,,2,0,[],0
