bad_start,shutouts,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,games_started,age,good_start_precentages,saves,pim,goals,good_starts,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,assists,ties,wins,games_played,minutes
0,1,0,4.78,0,0,ON-Jr.B,0,16,0,0,0,0,0,0,127,0,1981-82,Richmond Hill Dynes,0,0,0,0,27,1593
0,0,0,3.95,0,0,ON-Jr.B,0,17,0,0,0,0,0,0,64,0,1982-83,Streetsville Derbys,0,0,0,0,17,971
0,0,0,8.25,0,0,ON-Jr.A,0,17,0,0,0,0,0,0,22,0,1982-83,Richmond Hill Dynes,3,0,0,0,3,160
0,0,0,4.97,0,0,CCHA,0,18,0,0,0,0,0,0,75,0,1983-84,Lake Superior State,10,0,0,6,21,905
0,0,0,3.36,0,0,CCHA,0,19,0,0,0,0,0,0,112,0,1984-85,Lake Superior State,11,0,1,22,36,1999
0,0,0,3.62,0,0,CCHA,0,20,0,0,0,0,0,0,98,0,1985-86,Lake Superior State,11,0,1,14,28,1625
0,0,0,4.02,0,0,CCHA,0,21,0,0,0,0,0,0,91,0,1986-87,Lake Superior State,9,0,1,12,28,1357
0,0,0,2.80,0,0,AHL,0,22,0,0,0,0,0,0,49,0,1987-88,Sherbrooke Canadiens,10,0,0,7,19,1050
0,6,0,2.98,0,0,AHL,0,23,0,0,0,0,0,0,146,0,1988-89,Sherbrooke Canadiens,13,0,6,31,52,2935
0,0,0,4.56,0,0,IHL,0,24,0,0,0,0,0,0,163,0,1989-90,Phoenix Roadrunners,18,0,5,11,41,2146
0,0,0,4.90,0,0,AHL,0,25,0,0,0,0,0,0,20,0,1990-91,Springfield Indians,2,0,1,1,4,245
0,0,0,4.97,0,0,IHL,0,25,0,0,0,0,0,0,65,0,1990-91,Kansas City Blades,13,0,0,0,16,785
0,0,0,4.85,0,0,ECHL,0,25,0,0,0,0,0,0,60,0,1990-91,Louisville IceHawks,5,0,1,6,13,743
