assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Port Arthur Flyers,8,1942-43,9,11,8,16,0,TBJHL
5,Port Arthur Flyers,0,1943-44,10,5,19,17,0,TBJHL
4,Port Arthur Flyers,5,1945-46,4,9,4,19,0,TBJHL
7,New York Rovers,0,1946-47,53,7,52,20,0,EAHL
4,New Haven Ramblers,10,1947-48,39,14,23,21,0,AHL
11,New Haven Ramblers,10,1948-49,55,21,28,22,0,AHL
17,New Haven Ramblers,13,1949-50,70,30,28,23,0,AHL
11,St. Louis Flyers,11,1950-51,57,22,32,24,0,AHL
36,St. Louis Flyers,14,1951-52,48,50,19,25,0,AHL
27,St. Louis Flyers,14,1952-53,64,41,31,26,0,AHL
17,Edmonton Flyers,13,1953-54,69,30,41,27,0,WHL
22,Edmonton Flyers,8,1954-55,69,30,26,28,0,WHL
17,Edmonton Flyers,8,1955-56,69,25,26,29,0,WHL
13,New Westminster Royals,6,1956-57,52,19,34,30,0,WHL
18,New Westminster Royals,9,1957-58,48,27,36,31,0,WHL
1,Port Arthur Bearcats,0,1964-65,10,1,22,38,0,TBSHL
