assists,team,goals,year,games_played,points,pim,age,plus_minus,league
6,HC Davos Jr.,6,1997-98,34,12,38,16,0,Swiss-Jr.
10,HC Davos Jr.,5,1998-99,28,15,116,17,0,Swiss-Jr.
0,HC Davos,0,1998-99,44,0,8,17,0,Swiss
0,Switzerland,1,1998-99,7,1,35,17,0,WJ18-A
0,HC Davos,0,1999-00,44,0,49,18,0,Swiss
2,Switzerland,0,1999-00,7,2,16,18,-4,WJC-A
14,Windsor Spitfires,7,2000-01,54,21,90,19,16,OHL
1,Switzerland,1,2000-01,7,2,10,19,-1,WJC-A
6,Milwaukee Admirals,2,2001-02,67,8,59,20,-10,AHL
1,Milwaukee Admirals,0,2002-03,23,1,37,21,1,AHL
8,Toledo Storm,3,2002-03,35,11,75,21,6,ECHL
4,2 Teams,3,2003-04,60,7,93,22,4,AHL
2,Milwaukee Admirals,0,2003-04,37,2,46,22,5,AHL
2,Utah Grizzlies,3,2003-04,23,5,47,22,-1,AHL
9,Kloten Flyers,2,2004-05,44,11,120,23,0,Swiss
14,Springfield Falcons,7,2005-06,60,21,56,24,-22,AHL
0,Switzerland,0,2005-06,4,0,2,24,-1,WC-A
24,2 Teams,1,2006-07,69,25,156,25,8,AHL
16,Hershey Bears,1,2006-07,49,17,106,25,12,AHL
8,Rochester Americans,0,2006-07,20,8,50,25,-4,AHL
11,HC Lugano,3,2007-08,49,14,127,26,0,Swiss
9,HC Lugano,2,2008-09,49,11,136,27,0,Swiss
6,HC Lugano,1,2009-10,46,7,168,28,0,Swiss
1,Switzerland,0,2009-10,7,1,25,28,1,WC-A
0,HC Lugano,0,2010-11,17,0,26,29,0,Swiss
3,Karpat Oulu,2,2010-11,39,5,46,29,0,Finland
7,EV Zug,2,2011-12,45,9,108,30,0,Swiss
7,EV Zug,3,2012-13,48,10,68,31,0,Swiss
