assists,year,games_played,points,goals,team,age,pim,plus_minus,league
12,1978-79,25,15,3,Ste-Foy Gouverneurs,16,0,0,QAAA
28,1979-80,46,37,9,Quebec Remparts,17,22,0,QMJHL
45,1980-81,72,72,27,Quebec Remparts,18,63,0,QMJHL
0,1981-82,2,0,0,Quebec Remparts,19,0,0,QMJHL
0,1982-83,1,1,1,Hershey Bears,20,0,0,AHL
0,1990-91,3,1,1,Minnesota North Stars,28,2,0,Fr-Tour
18,1996-97,66,28,10,Quebec Rafales,34,54,0,IHL
0,1997-98,3,0,0,Quebec Rafales,35,2,-1,IHL
