pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Hamilton Tigers,0,0,0,OHA-Sr.,2,1919-20,25,0
0,Sault Ste. Marie Greyhounds,0,0,1,NOHA,5,1920-21,26,1
2,Sault Ste. Marie Greyhounds,1,0,1,NOHA,2,1921-22,27,0
0,Seattle Metropolitans,0,0,0,PCHA,2,1923-24,29,0
