league,games_played,game_winning_goals,age,shots,points,power_play_assists,total_ice_time,team,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,shorthanded_goals,year,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
NHL,2,0,19,5,0,0,,NYI,[],0.0,0,0,0,0,0,1986-87,,0,0,0,0
NHL,55,4,20,94,36,6,,NYI,[],12.8,11,24,7,12,0,1987-88,,1,30,0,18
NHL,60,0,21,103,43,8,,NYI,[],13.6,10,29,10,14,0,1988-89,,4,14,0,21
NHL,46,1,22,91,40,6,,NYI,[],14.3,8,27,2,13,0,1989-90,,5,20,0,21
NHL,66,2,23,130,45,11,,NYI,[],14.6,17,26,1,19,0,1990-91,,2,44,0,15
NHL,80,6,24,189,78,14,,NYI,"[{'link': '/awards/voting-1992.html#AS', 'name': 'AS-8'}]",21.2,19,38,-10,40,0,1991-92,,21,46,0,24
NHL,77,7,25,201,76,22,,NYI,[],18.9,17,38,-4,38,0,1992-93,,21,47,0,16
NHL,78,7,26,171,70,16,,NYI,[],17.5,20,40,18,30,0,1993-94,,10,59,0,24
NHL,43,0,27,118,26,4,,NYI,[],8.5,3,16,-5,10,0,1994-95,,7,41,0,12
NHL,61,0,28,154,32,1,,NYI,[],7.8,6,20,-10,12,1,1995-96,,5,23,0,19
NHL,0,3,29,181,59,6,,TOT,[],14.4,20,33,-6,26,0,1996-97,,6,22,0,27
NHL,70,3,29,153,53,6,,NYI,[],15.0,18,30,-6,23,0,1996-97,,5,20,0,24
NHL,12,0,29,28,6,0,,HAR,[],10.7,2,3,0,3,0,1996-97,,1,2,0,3
NHL,77,3,30,166,46,10,,TOR,[],12.7,17,25,-7,21,0,1997-98,,4,43,0,15
NHL,81,4,31,150,52,8,1137,TOR,[],16.0,16,28,15,24,0,1998-99,14:02,8,20,0,20
NHL,22,0,32,33,9,2,276,TOT,[],6.1,1,7,-2,2,0,1999-00,12:34,1,8,0,5
NHL,3,0,32,4,0,0,34,TOR,[],0.0,0,0,-2,0,0,1999-00,11:29,0,2,0,0
NHL,19,0,32,29,9,2,242,STL,[],6.9,1,7,0,2,0,1999-00,12:44,1,6,0,5
