pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,HC Karlovy Vary U18,1,-2,1,Czech U18,5,2006-07,13,0
56,HC Karlovy Vary U18,17,24,42,Czech U18,44,2007-08,14,25
2,Czech Republic U16 (all),0,0,0,Internationa,3,2007-08,14,0
85,HC Karlovy Vary U18,12,10,38,Czech U18,22,2008-09,15,26
8,Czech Republic U16 (all),5,0,8,Internationa,8,2008-09,15,3
6,HC Karlovy Vary U20,12,7,20,Czech U20,16,2008-09,15,8
186,HC Karlovy Vary U20,30,10,58,Czech U20,41,2009-10,16,28
41,HC Karlovy Vary U18,4,10,13,Czech U18,8,2009-10,16,9
14,Czech Republic U18 (all),7,0,13,Internationa,11,2009-10,16,6
6,Czech Republic U18,5,1,7,WJC-18,6,2009-10,16,2
12,Czech Republic U17 (all),3,0,9,Internationa,7,2009-10,16,6
2,Czech Republic U18 (all),4,-1,5,Internationa,7,2010-11,17,1
2,Czech Republic U18,4,-2,5,WJC-18,6,2010-11,17,1
75,Halifax Mooseheads,28,-14,50,QMJHL,62,2010-11,17,22
31,Czech Republic U20 (all),3,2,6,Internationa,6,2010-11,17,3
31,Czech Republic U20,3,2,6,WJC-20,6,2010-11,17,3
41,Halifax Mooseheads,13,-9,29,QMJHL,34,2011-12,18,16
4,Czech Republic U19 (all),0,0,2,Internationa,3,2011-12,18,2
8,Halifax Mooseheads,4,7,9,M-Cup,4,2012-13,19,5
20,Czech Republic U20 (all),3,0,6,Internationa,7,2012-13,19,3
16,Czech Republic U20,1,-1,4,WJC-20,6,2012-13,19,3
84,Halifax Mooseheads,49,31,84,QMJHL,56,2012-13,19,35
10,Toledo Walleye,8,-11,13,ECHL,15,2013-14,20,5
22,Grand Rapids Griffins,9,-12,12,AHL,50,2013-14,20,3
16,Toledo Walleye,15,12,38,ECHL,29,2014-15,21,23
16,Grand Rapids Griffins,6,0,12,AHL,32,2014-15,21,6
89,Grand Rapids Griffins,17,0,44,AHL,67,2015-16,22,27
58,Grand Rapids Griffins,23,-4,50,AHL,65,2016-17,23,27
