pim,team,assists,plus_minus,points,league,games_played,year,age,goals
96,St. Catharines Falcons,11,0,21,ON-Jr.B,40,1994-95,16,10
93,Owen Sound Platers,17,0,46,OHL,66,1995-96,17,29
136,Owen Sound Platers,29,0,52,OHL,66,1996-97,18,23
208,Owen Sound Platers,41,7,80,OHL,66,1997-98,19,39
74,Michigan K-Wings,5,-9,9,IHL,48,1998-99,20,4
140,Michigan K-Wings,25,0,49,IHL,76,1999-00,21,24
88,Utah Grizzlies,16,-31,38,IHL,69,2000-01,22,22
61,Saint John Flames,18,-19,39,AHL,77,2001-02,23,21
84,Saint John Flames,14,-19,24,AHL,67,2002-03,24,10
142,Las Vegas Wranglers,11,-5,27,ECHL,60,2003-04,25,16
0,Toronto Roadrunners,0,-1,0,AHL,3,2003-04,25,0
121,HC Mulhouse,11,0,23,France,25,2004-05,26,12
98,HC Milano,19,0,40,Italy,41,2005-06,27,21
77,HC Milano,24,0,39,Italy,31,2006-07,28,15
71,Dundas Real McCoys,20,0,43,OHA-Sr.,27,2007-08,29,23
57,Dundas Real McCoys,26,0,52,OHA-Sr.,23,2008-09,30,26
32,Dundas Real McCoys,23,0,43,OHA-Sr.,18,2009-10,31,20
8,Dundas Real McCoys,14,0,20,OHA Sr.,8,2010-11,32,6
22,Dundas Real McCoys,27,0,38,OHA-Sr.,18,2011-12,33,11
38,Dundas Real McCoys,16,0,33,OHA Sr.,17,2012-13,34,17
