assists,team,goals,year,games_played,points,pim,age,plus_minus,league
2,Denver Rangers,1,1988-89,4,3,2,22,0,IHL
1,Flint Spirits,0,1989-90,3,1,2,23,0,IHL
1,Binghamton Rangers,0,1990-91,3,1,0,24,0,AHL
7,Binghamton Rangers,2,1991-92,11,9,8,25,0,AHL
5,Binghamton Rangers,2,1992-93,14,7,12,26,0,AHL
7,Cornwall Aces,3,1993-94,13,10,12,27,0,AHL
0,Cornwall Aces,1,1994-95,3,1,15,28,0,AHL
8,Houston Aeros,5,1996-97,13,13,12,30,0,IHL
1,Rochester Americans,1,1997-98,4,2,2,31,0,AHL
5,Rochester Americans,4,1998-99,20,9,12,32,0,AHL
6,Rochester Americans,5,1999-00,21,11,14,33,0,AHL
0,Rochester Americans,1,2000-01,4,1,6,34,0,AHL
0,Rochester Americans,0,2001-02,2,0,0,35,0,AHL
