shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
17.2,1994-95,67,3,,0,64,6,9,-3,9,DAL,11,19,1,NHL,0,,40,20,[],2
8.9,1995-96,136,12,,0,101,8,6,-13,20,DAL,9,20,1,NHL,0,,69,29,[],3
9.1,1996-97,142,21,,0,99,1,8,19,22,DAL,9,21,2,NHL,0,,71,31,[],1
10.2,1997-98,104,8,,0,88,2,9,5,10,DAL,9,22,1,NHL,0,,59,19,[],0
19.0,1998-99,72,9,641,0,58,8,5,-1,17,NYR,11,23,2,NHL,0,17:19,37,28,[],6
12.2,1999-00,140,7,900,0,90,0,9,-11,7,TOT,11,24,0,NHL,0,12:40,71,18,[],2
9.7,1999-00,62,3,383,0,31,0,3,-9,3,NYR,3,24,0,NHL,0,12:21,31,6,[],0
13.6,1999-00,78,4,517,0,59,0,6,-2,4,SJS,8,24,0,NHL,0,12:55,40,12,[],2
15.2,2000-01,72,10,765,0,66,1,9,6,11,SJS,10,25,2,NHL,0,11:05,69,21,[],1
13.6,2001-02,73,13,675,0,66,0,9,16,13,SJS,9,26,1,NHL,0,9:47,69,22,[],0
4.7,2002-03,74,15,756,0,64,1,3,5,16,SJS,3,27,0,NHL,0,9:57,76,19,[],0
7.8,2003-04,38,5,459,0,51,0,4,3,5,SJS,4,28,0,NHL,0,9:46,47,9,[],0
11.1,2005-06,32,2,476,0,45,0,5,-7,2,EDM,5,30,0,NHL,0,7:33,63,7,[],0
