goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
0.9,2,NHL,10,NYI,384,27,4,0,0,26,7,0,2,0,1,0,.429,0,3,.893,2010-11,243,4.06,0,[],217
-0.1,0,NHL,1,OTT,12,30,0,0,0,2,0,0,0,0,0,0,0,0,0,.800,2013-14,10,10.00,0,[],8
