age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
26,SC,0,0,0,0,NHL,0,0,1925-26,0,0,0,,0,4,,MTM,0
27,,0,0,0,0,NHL,2,0,1926-27,0,0,0,,0,0,,MTM,0
28,,0,0,1,0,NHL,0,0,1927-28,0,0,2,,0,9,,MTM,3
30,,0,0,0,0,NHL,4,0,1929-30,0,0,0,,0,2,,MTM,0
31,,0,0,0,0,NHL,1,0,1930-31,0,0,0,,0,2,,MTM,0
32,,0,0,0,0,NHL,4,0,1931-32,0,0,0,,0,2,,MTM,0
