shotsPercentage,year,pim,even_strength_assists,total_ice_time,shorthanded_assists,shots,power_play_assists,even_strength_goals,plus_minus,assists,team,goals,age,game_winning_goals,league,shorthanded_goals,average_ice_time,games_played,points,awards,power_play_goals
0,1973-74,52,0,,0,0,0,18,0,29,TRT,26,20,3,WHA,4,,0,55,[],4
16.3,1974-75,50,0,,0,215,0,30,8,34,TRT,35,21,0,WHA,0,,74,69,[],5
8.9,1975-76,36,14,,0,157,8,14,-29,22,NYR,14,22,1,NHL,0,,70,36,[],0
17.7,1976-77,35,15,,1,130,1,18,-11,17,NYR,23,23,1,NHL,1,,0,40,[],4
18.6,1977-78,47,14,,1,215,18,29,-19,33,NYR,40,24,3,NHL,1,,80,73,[],10
17.6,1978-79,56,31,,0,193,10,26,8,41,NYR,34,25,1,NHL,0,,0,75,"[{'link': '/awards/voting-1979.html#AS', 'name': 'AS-7'}]",8
19.9,1979-80,36,20,,0,156,7,25,-2,27,TOT,31,26,3,NHL,0,,76,58,[],6
40.0,1979-80,10,2,,0,5,0,2,-1,2,NYR,2,26,0,NHL,0,,7,4,[],0
13.5,1979-80,10,8,,0,52,1,7,-2,9,CLR,7,26,0,NHL,0,,24,16,[],0
22.2,1979-80,16,10,,0,99,6,16,1,16,TOR,22,26,3,NHL,0,,45,38,[],6
10.2,1980-81,49,26,,3,157,4,11,-16,33,TOR,16,27,1,NHL,0,,72,49,[],5
18.8,1981-82,36,14,,0,80,1,12,-16,15,TOT,15,28,3,NHL,0,,61,30,[],3
0,1981-82,0,0,,0,0,0,0,0,0,TOR,0,28,0,NHL,0,,1,0,[],0
19.5,1981-82,32,13,,0,77,1,12,-15,14,NYR,15,28,3,NHL,0,,53,29,[],3
0.0,1981-82,4,1,,0,3,0,0,-1,1,QUE,0,28,0,NHL,0,,7,1,[],0
0.0,1982-83,0,0,,0,1,0,0,0,0,STL,0,29,0,NHL,0,,1,0,[],0
11.5,1983-84,24,10,,1,78,0,9,-3,11,STL,9,30,1,NHL,0,,69,20,[],0
18.9,1984-85,32,13,,0,53,0,7,-4,13,STL,10,31,1,NHL,3,,57,23,[],0
