average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,8,0,0,NHL,23,0,22,0,0,0,0,0,0,1925-26,PTP,7,1,[],0,,33
,5,0,0,NHL,24,0,17,0,0,0,0,0,0,1926-27,PTP,5,0,[],0,,37
,12,0,0,NHL,25,0,40,0,0,0,0,0,0,1927-28,PTP,9,3,[],0,,42
,8,0,0,NHL,26,0,46,0,0,0,0,0,0,1928-29,TOT,4,4,[],0,,43
,5,0,0,NHL,26,0,38,0,0,0,0,0,0,1928-29,PTP,3,2,[],0,,32
,3,0,0,NHL,26,0,8,0,0,0,0,0,0,1928-29,TOR,1,2,[],0,,11
,38,0,0,NHL,27,0,47,0,0,0,0,0,0,1929-30,TOR,21,17,[],0,,41
,29,0,0,NHL,28,0,45,0,0,0,0,0,0,1930-31,TOR,12,17,[],0,,43
,18,0,0,NHL,29,0,41,0,0,0,0,0,0,1931-32,TOR,5,13,[],0,,0
,21,0,0,NHL,30,0,29,0,0,0,0,0,0,1932-33,TOR,10,11,[],0,,48
,22,0,0,NHL,31,0,46,0,0,0,0,0,0,1933-34,TOR,8,14,[],0,,47
,25,0,0,NHL,32,0,36,0,0,0,0,0,0,1934-35,TOR,11,14,[],0,,47
,16,0,0,NHL,33,0,27,0,0,0,0,0,0,1935-36,NYA,7,9,[],0,,45
,2,0,0,NHL,34,0,23,0,0,0,0,0,0,1936-37,NYA,2,0,[],0,,29
