won,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
,0,NHL,6,STL,327,22,1,98,0,18,0,0.42,0,0,4,0,0,0,0,.892,1989-90,167,3.30,2,149
,0,NHL,6,STL,379,24,4,102,1,23,0,-0.50,0,0,2,1,0,0,0,.894,1991-92,217,3.64,0,194
,0,NHL,11,STL,715,25,4,59,0,27,0,18.65,0,0,7,0,0,0,0,0,1992-93,438,2.27,2,411
,0,NHL,4,STL,246,26,4,103,0,15,0,-0.50,0,0,0,0,0,0,0,.905,1993-94,158,3.66,0,143
,0,NHL,7,STL,392,27,3,125,1,24,0,-4.87,0,0,3,1,0,0,0,.865,1994-95,178,3.67,0,154
,0,NHL,12,EDM,767,29,0,110,0,36,0,-3.17,0,2,5,0,0,0,0,.911,1996-97,405,2.82,2,369
,0,NHL,12,EDM,716,30,7,85,0,23,0,4.09,0,3,5,0,0,0,0,.928,1997-98,319,1.93,2,296
,0,NHL,17,TOR,1011,31,0,109,0,41,0,-3.50,0,1,9,0,0,0,0,.907,1998-99,440,2.43,2,399
,0,NHL,12,TOR,729,32,6,83,0,25,0,5.14,0,1,6,0,0,0,0,.932,1999-00,369,2.06,10,344
,0,NHL,11,TOR,685,33,4,83,0,24,0,4.84,0,3,7,0,0,0,0,.927,2000-01,329,2.10,4,305
,0,NHL,20,TOR,1253,34,0,105,0,48,0,-2.16,0,3,10,0,0,0,0,.914,2001-02,557,2.30,4,509
,0,NHL,4,DET,289,35,4,102,0,10,0,-0.23,0,0,0,0,0,0,0,.917,2002-03,120,2.08,0,110
,0,NHL,9,DET,518,36,4,79,0,12,0,3.28,0,1,4,0,0,0,0,0,2003-04,197,0,2,185
,0,NHL,2,CGY,79,40,0,0,0,1,0,0,0,0,1,0,0,0,0,.970,2007-08,33,0.76,0,32
